district,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total,P_Tot_Total_total
Pascoe Vale,4.0,15.0,0.0,19.0,1491.0,36.0,1638.0,0.0,9.0,0.0,9.0,2115.0,72.0,2246.0,627.0,41.0,0.0,748.0,5166.0,283.0,6252.0,2687.0,14.0,3.0,2782.0,2614.0,198.0,5651.0,1783.0,11.0,4.0,1834.0,2428.0,156.0,4475.0,293.0,69.0,0.0,390.0,2818.0,85.0,3371.0,0.0,186.0,0.0,209.0,1764.0,64.0,2061.0,0.0,9.0,0.0,14.0,1114.0,46.0,1283.0,0.0,0.0,0.0,0.0,648.0,46.0,721.0,5477.0,648.0,36.0,6223.0,20184.0,1296.0,27619.0,0.0,35.0,0.0,35.0,1412.0,26.0,1604.0,3.0,22.0,0.0,39.0,1984.0,77.0,2150.0,1044.0,159.0,0.0,1274.0,5068.0,284.0,6669.0,3259.0,92.0,67.0,3521.0,2193.0,149.0,5892.0,1843.0,87.0,3.0,1996.0,2635.0,125.0,4805.0,122.0,332.0,0.0,514.0,2868.0,80.0,3528.0,11.0,368.0,0.0,421.0,1882.0,69.0,2475.0,3.0,18.0,0.0,28.0,1505.0,73.0,1685.0,0.0,0.0,0.0,3.0,1151.0,104.0,1318.0,6422.0,1441.0,132.0,7967.0,20728.0,1345.0,30098.0,4.0,64.0,0.0,71.0,2940.0,85.0,3196.0,11.0,34.0,0.0,69.0,4048.0,148.0,4406.0,1751.0,264.0,7.0,2021.0,10296.0,615.0,12949.0,5856.0,135.0,93.0,6249.0,4824.0,423.0,11490.0,3640.0,120.0,23.0,3877.0,5030.0,322.0,9248.0,484.0,493.0,0.0,972.0,5616.0,206.0,6835.0,39.0,592.0,0.0,696.0,3629.0,151.0,4506.0,3.0,50.0,0.0,68.0,2690.0,152.0,2991.0,0.0,0.0,0.0,3.0,1883.0,177.0,2063.0,11918.0,2113.0,191.0,14240.0,40886.0,2596.0,57772.0,57772.0
Point Cook,0.0,59.0,0.0,62.0,2545.0,105.0,2827.0,12.0,40.0,0.0,73.0,2169.0,162.0,2387.0,1448.0,51.0,0.0,1564.0,4125.0,421.0,6086.0,5489.0,29.0,14.0,5633.0,3135.0,450.0,9282.0,2377.0,27.0,0.0,2485.0,3238.0,203.0,6106.0,272.0,143.0,0.0,447.0,3188.0,114.0,3815.0,22.0,280.0,0.0,370.0,2021.0,52.0,2564.0,0.0,12.0,0.0,16.0,807.0,22.0,938.0,0.0,0.0,0.0,0.0,184.0,3.0,214.0,9771.0,1020.0,23.0,10875.0,21489.0,1923.0,34324.0,0.0,81.0,0.0,97.0,2131.0,80.0,2451.0,45.0,97.0,0.0,197.0,1884.0,85.0,2344.0,2681.0,106.0,32.0,2942.0,3452.0,369.0,6803.0,6360.0,89.0,63.0,6640.0,2415.0,388.0,9453.0,2173.0,169.0,4.0,2401.0,3390.0,185.0,6023.0,84.0,605.0,0.0,830.0,3048.0,105.0,4046.0,24.0,510.0,0.0,668.0,2110.0,57.0,2866.0,0.0,21.0,0.0,21.0,1009.0,42.0,1175.0,0.0,0.0,0.0,0.0,390.0,10.0,421.0,11564.0,2112.0,204.0,13910.0,19936.0,1702.0,35555.0,4.0,168.0,0.0,200.0,4724.0,242.0,5228.0,118.0,173.0,0.0,373.0,4114.0,304.0,4794.0,4096.0,214.0,51.0,4504.0,7542.0,877.0,12882.0,11821.0,192.0,100.0,12256.0,5553.0,951.0,18788.0,4515.0,246.0,7.0,4884.0,6619.0,480.0,12025.0,433.0,824.0,3.0,1355.0,6190.0,327.0,7898.0,106.0,892.0,6.0,1053.0,4142.0,156.0,5384.0,4.0,63.0,0.0,82.0,1955.0,85.0,2184.0,4.0,0.0,0.0,4.0,632.0,13.0,672.0,21356.0,3125.0,316.0,24872.0,41437.0,3676.0,69947.0,69947.0
Polwarth,0.0,20.0,0.0,20.0,1824.0,95.0,2001.0,10.0,6.0,0.0,47.0,1502.0,52.0,1657.0,907.0,34.0,3.0,982.0,2310.0,220.0,3640.0,2493.0,16.0,9.0,2556.0,1305.0,198.0,4242.0,1720.0,33.0,4.0,1825.0,2359.0,214.0,4575.0,247.0,290.0,0.0,629.0,3872.0,270.0,4813.0,3.0,569.0,0.0,630.0,3638.0,251.0,4583.0,0.0,44.0,0.0,44.0,2007.0,122.0,2241.0,0.0,0.0,0.0,0.0,499.0,71.0,594.0,5490.0,1373.0,59.0,6970.0,19481.0,1940.0,28319.0,0.0,69.0,0.0,74.0,1544.0,102.0,1868.0,39.0,27.0,0.0,109.0,1146.0,42.0,1381.0,1380.0,144.0,23.0,1618.0,1883.0,162.0,3704.0,2958.0,54.0,108.0,3241.0,1065.0,210.0,4524.0,1561.0,194.0,6.0,1854.0,2628.0,214.0,4716.0,69.0,880.0,0.0,1002.0,3660.0,237.0,4969.0,4.0,935.0,3.0,970.0,3339.0,235.0,4538.0,0.0,67.0,0.0,77.0,2104.0,149.0,2424.0,0.0,0.0,0.0,0.0,840.0,131.0,996.0,6072.0,2664.0,219.0,8991.0,18281.0,1964.0,29234.0,4.0,121.0,0.0,141.0,3318.0,250.0,3908.0,68.0,60.0,0.0,200.0,2598.0,124.0,3039.0,2272.0,191.0,43.0,2624.0,4168.0,456.0,7302.0,5382.0,134.0,162.0,5842.0,2464.0,477.0,8778.0,3308.0,275.0,22.0,3683.0,5055.0,495.0,9261.0,345.0,1233.0,8.0,1604.0,7551.0,536.0,9721.0,22.0,1488.0,3.0,1539.0,6964.0,554.0,9140.0,7.0,140.0,0.0,166.0,4065.0,354.0,4675.0,0.0,0.0,0.0,0.0,1446.0,254.0,1712.0,11570.0,4028.0,352.0,15982.0,37753.0,3870.0,57551.0,57551.0
Prahran,0.0,3.0,0.0,3.0,731.0,45.0,855.0,0.0,4.0,0.0,7.0,2273.0,111.0,2465.0,341.0,46.0,0.0,424.0,10001.0,710.0,11301.0,1405.0,35.0,3.0,1510.0,4716.0,403.0,6776.0,884.0,9.0,3.0,961.0,2642.0,273.0,3859.0,170.0,49.0,0.0,271.0,2559.0,179.0,3139.0,12.0,179.0,0.0,210.0,1795.0,151.0,2253.0,0.0,34.0,0.0,48.0,1139.0,105.0,1408.0,0.0,0.0,0.0,0.0,362.0,97.0,491.0,3012.0,634.0,6.0,3744.0,26476.0,2425.0,32642.0,0.0,0.0,0.0,0.0,784.0,22.0,889.0,0.0,17.0,0.0,25.0,2929.0,182.0,3282.0,664.0,189.0,0.0,910.0,10560.0,764.0,12254.0,1773.0,122.0,5.0,1932.0,3932.0,336.0,6208.0,794.0,48.0,0.0,952.0,2471.0,241.0,3748.0,70.0,170.0,0.0,374.0,2512.0,142.0,3137.0,9.0,453.0,0.0,491.0,1951.0,144.0,2674.0,0.0,68.0,0.0,79.0,1366.0,116.0,1618.0,0.0,0.0,0.0,0.0,518.0,219.0,748.0,3417.0,1430.0,33.0,4990.0,27148.0,2528.0,34605.0,0.0,9.0,0.0,9.0,1571.0,98.0,1773.0,7.0,45.0,0.0,62.0,5276.0,336.0,5716.0,1043.0,311.0,0.0,1392.0,20548.0,1469.0,23557.0,3192.0,195.0,27.0,3501.0,8614.0,790.0,12955.0,1763.0,114.0,12.0,1950.0,5180.0,507.0,7637.0,292.0,275.0,0.0,649.0,5093.0,341.0,6265.0,42.0,642.0,0.0,745.0,3828.0,299.0,4940.0,6.0,155.0,0.0,180.0,2496.0,270.0,3049.0,0.0,0.0,0.0,0.0,939.0,315.0,1290.0,6445.0,2083.0,67.0,8665.0,53646.0,4855.0,67173.0,67173.0
Preston,0.0,27.0,0.0,27.0,1418.0,51.0,1554.0,4.0,18.0,0.0,23.0,2175.0,121.0,2450.0,802.0,35.0,0.0,881.0,5642.0,421.0,6997.0,2554.0,36.0,4.0,2635.0,2851.0,288.0,5881.0,1577.0,4.0,0.0,1647.0,2925.0,171.0,4793.0,234.0,62.0,0.0,361.0,3067.0,160.0,3646.0,0.0,179.0,0.0,233.0,2165.0,116.0,2613.0,0.0,34.0,0.0,38.0,1578.0,101.0,1819.0,0.0,6.0,0.0,6.0,727.0,120.0,884.0,5266.0,666.0,4.0,6060.0,22524.0,1959.0,30537.0,0.0,53.0,0.0,53.0,1343.0,39.0,1510.0,32.0,44.0,0.0,90.0,1979.0,76.0,2186.0,1387.0,148.0,3.0,1582.0,4961.0,383.0,6944.0,3036.0,74.0,36.0,3246.0,2451.0,276.0,5980.0,1524.0,56.0,0.0,1660.0,2903.0,144.0,4757.0,101.0,433.0,0.0,598.0,3052.0,101.0,3871.0,8.0,437.0,0.0,485.0,2269.0,158.0,3016.0,0.0,50.0,0.0,58.0,2097.0,147.0,2342.0,0.0,0.0,0.0,0.0,1114.0,198.0,1368.0,6120.0,1679.0,113.0,7957.0,22189.0,1844.0,32056.0,0.0,96.0,0.0,96.0,2790.0,111.0,3080.0,51.0,65.0,0.0,145.0,4128.0,256.0,4580.0,2172.0,276.0,11.0,2471.0,10679.0,823.0,13935.0,5627.0,183.0,58.0,5890.0,5321.0,571.0,11851.0,3078.0,112.0,34.0,3266.0,5796.0,430.0,9557.0,455.0,552.0,0.0,1028.0,6122.0,343.0,7515.0,37.0,643.0,0.0,710.0,4421.0,341.0,5630.0,0.0,121.0,0.0,139.0,3659.0,289.0,4110.0,0.0,9.0,0.0,12.0,1913.0,328.0,2292.0,11450.0,2388.0,167.0,14040.0,44724.0,3836.0,62549.0,62549.0
Richmond,0.0,5.0,0.0,5.0,716.0,42.0,819.0,3.0,13.0,0.0,28.0,2036.0,104.0,2234.0,346.0,82.0,0.0,490.0,9363.0,579.0,10493.0,1587.0,47.0,9.0,1650.0,4191.0,331.0,6274.0,1053.0,12.0,0.0,1121.0,2462.0,214.0,3892.0,182.0,61.0,0.0,267.0,2603.0,188.0,3155.0,0.0,146.0,0.0,188.0,1639.0,108.0,2005.0,0.0,24.0,0.0,30.0,802.0,36.0,945.0,0.0,0.0,0.0,0.0,231.0,7.0,279.0,3337.0,664.0,14.0,4047.0,24089.0,1904.0,30004.0,0.0,18.0,0.0,26.0,860.0,28.0,941.0,3.0,28.0,0.0,53.0,2362.0,99.0,2612.0,639.0,253.0,6.0,929.0,9395.0,501.0,10932.0,1895.0,96.0,19.0,2108.0,3236.0,229.0,5586.0,1050.0,49.0,4.0,1154.0,2321.0,143.0,3723.0,63.0,220.0,0.0,326.0,2411.0,110.0,2958.0,0.0,316.0,0.0,346.0,1677.0,91.0,2186.0,0.0,54.0,0.0,58.0,1000.0,50.0,1176.0,0.0,0.0,0.0,0.0,425.0,11.0,464.0,3773.0,1337.0,57.0,5270.0,23777.0,1668.0,30672.0,0.0,26.0,0.0,32.0,1586.0,105.0,1789.0,10.0,50.0,0.0,71.0,4361.0,287.0,4776.0,1051.0,376.0,6.0,1482.0,18729.0,1124.0,21388.0,3408.0,224.0,59.0,3781.0,7406.0,616.0,11848.0,2153.0,75.0,11.0,2306.0,4806.0,409.0,7590.0,313.0,301.0,0.0,659.0,5012.0,361.0,6109.0,16.0,535.0,0.0,595.0,3360.0,236.0,4252.0,0.0,103.0,0.0,114.0,1757.0,114.0,2071.0,0.0,0.0,0.0,0.0,722.0,33.0,779.0,7134.0,1981.0,129.0,9270.0,47836.0,3632.0,60726.0,60726.0
Ringwood,0.0,27.0,0.0,31.0,2175.0,18.0,2345.0,3.0,14.0,0.0,36.0,2194.0,32.0,2331.0,970.0,14.0,0.0,1046.0,4169.0,193.0,5441.0,3513.0,19.0,15.0,3590.0,2238.0,168.0,6088.0,2202.0,27.0,1.0,2350.0,2815.0,121.0,5320.0,329.0,153.0,0.0,573.0,3309.0,58.0,4062.0,28.0,438.0,0.0,528.0,2438.0,73.0,3155.0,0.0,101.0,0.0,106.0,1742.0,84.0,1958.0,0.0,0.0,0.0,4.0,717.0,81.0,836.0,7188.0,1208.0,48.0,8478.0,21812.0,1326.0,31653.0,0.0,52.0,0.0,60.0,1886.0,14.0,1997.0,6.0,44.0,0.0,79.0,1862.0,56.0,2170.0,1517.0,76.0,7.0,1709.0,3643.0,186.0,5547.0,4192.0,56.0,66.0,4461.0,1870.0,173.0,6437.0,2099.0,95.0,4.0,2279.0,3113.0,78.0,5562.0,113.0,633.0,0.0,798.0,3550.0,60.0,4462.0,24.0,877.0,0.0,921.0,2653.0,81.0,3710.0,0.0,102.0,0.0,119.0,2262.0,118.0,2647.0,0.0,0.0,0.0,0.0,1118.0,196.0,1319.0,8115.0,2325.0,173.0,10614.0,22031.0,1332.0,34115.0,0.0,139.0,0.0,155.0,4024.0,78.0,4324.0,23.0,104.0,0.0,168.0,4185.0,102.0,4510.0,2474.0,153.0,19.0,2738.0,7869.0,433.0,11079.0,7715.0,107.0,123.0,7985.0,4057.0,389.0,12649.0,4270.0,171.0,33.0,4612.0,5858.0,282.0,10832.0,527.0,858.0,3.0,1460.0,6887.0,200.0,8612.0,90.0,1397.0,0.0,1549.0,5109.0,209.0,6924.0,6.0,280.0,0.0,299.0,4031.0,300.0,4664.0,0.0,0.0,0.0,4.0,1886.0,298.0,2253.0,15264.0,3488.0,253.0,19133.0,43940.0,2768.0,65757.0,65757.0
Ripon,0.0,34.0,0.0,47.0,1614.0,107.0,1904.0,28.0,7.0,0.0,67.0,1375.0,106.0,1607.0,1047.0,30.0,3.0,1168.0,1928.0,385.0,3542.0,1903.0,14.0,13.0,2008.0,1268.0,429.0,3756.0,1200.0,74.0,6.0,1394.0,2716.0,478.0,4636.0,166.0,283.0,0.0,559.0,4104.0,458.0,5159.0,4.0,347.0,0.0,408.0,4090.0,462.0,5040.0,0.0,40.0,0.0,48.0,2203.0,227.0,2569.0,0.0,0.0,0.0,0.0,521.0,69.0,676.0,4580.0,1306.0,72.0,5972.0,19831.0,3168.0,28981.0,5.0,88.0,0.0,116.0,1513.0,81.0,1827.0,74.0,69.0,0.0,190.0,1123.0,44.0,1446.0,1595.0,85.0,45.0,1785.0,1437.0,108.0,3488.0,2189.0,32.0,57.0,2431.0,987.0,204.0,3677.0,1183.0,259.0,13.0,1570.0,2640.0,246.0,4564.0,82.0,785.0,5.0,946.0,3824.0,255.0,5064.0,5.0,631.0,0.0,665.0,3682.0,284.0,4658.0,3.0,26.0,0.0,35.0,2140.0,172.0,2436.0,0.0,0.0,0.0,5.0,864.0,115.0,998.0,5290.0,2383.0,249.0,8060.0,18238.0,2059.0,28250.0,5.0,176.0,0.0,212.0,3198.0,236.0,3821.0,160.0,139.0,0.0,371.0,2487.0,184.0,3096.0,2683.0,168.0,72.0,3064.0,3362.0,576.0,7013.0,4112.0,93.0,120.0,4443.0,2269.0,666.0,7480.0,2482.0,446.0,52.0,2988.0,5331.0,830.0,9210.0,299.0,1210.0,5.0,1564.0,7849.0,778.0,10267.0,19.0,1107.0,0.0,1150.0,7753.0,776.0,9694.0,21.0,105.0,0.0,147.0,4332.0,515.0,5013.0,0.0,0.0,0.0,5.0,1428.0,204.0,1712.0,9893.0,3727.0,417.0,14064.0,37976.0,5192.0,57242.0,57242.0
Rowville,4.0,48.0,0.0,56.0,2273.0,36.0,2387.0,4.0,3.0,0.0,12.0,2446.0,20.0,2594.0,768.0,31.0,5.0,825.0,3065.0,106.0,3985.0,2760.0,40.0,11.0,2839.0,1584.0,85.0,4416.0,1830.0,43.0,0.0,1946.0,2726.0,53.0,4766.0,293.0,296.0,0.0,618.0,4135.0,47.0,4933.0,26.0,495.0,0.0,579.0,2666.0,50.0,3436.0,0.0,47.0,0.0,57.0,1449.0,51.0,1670.0,0.0,0.0,0.0,0.0,449.0,41.0,502.0,5756.0,1276.0,26.0,7074.0,20765.0,847.0,28788.0,0.0,55.0,0.0,64.0,2135.0,17.0,2277.0,3.0,27.0,0.0,59.0,2048.0,25.0,2190.0,1147.0,60.0,4.0,1361.0,2514.0,56.0,3973.0,3258.0,30.0,35.0,3392.0,1204.0,63.0,4789.0,1787.0,102.0,10.0,1997.0,3287.0,33.0,5398.0,108.0,949.0,0.0,1110.0,4097.0,50.0,5309.0,12.0,801.0,4.0,865.0,2624.0,66.0,3584.0,4.0,56.0,0.0,89.0,1853.0,81.0,2096.0,0.0,0.0,0.0,0.0,790.0,65.0,894.0,6537.0,2469.0,77.0,9201.0,20553.0,900.0,30619.0,4.0,145.0,0.0,169.0,4371.0,73.0,4714.0,25.0,74.0,0.0,135.0,4523.0,78.0,4871.0,1888.0,145.0,16.0,2131.0,5530.0,251.0,7979.0,6006.0,98.0,76.0,6255.0,2729.0,214.0,9166.0,3710.0,224.0,14.0,3984.0,6020.0,171.0,10188.0,499.0,1289.0,3.0,1793.0,8197.0,183.0,10292.0,72.0,1321.0,0.0,1438.0,5380.0,182.0,7036.0,13.0,139.0,0.0,174.0,3385.0,176.0,3774.0,0.0,0.0,0.0,0.0,1298.0,95.0,1445.0,12313.0,3725.0,182.0,16275.0,41377.0,1777.0,59352.0,59352.0
Sandringham,0.0,5.0,0.0,5.0,1898.0,35.0,1997.0,0.0,5.0,0.0,4.0,1572.0,17.0,1650.0,361.0,21.0,0.0,422.0,2216.0,83.0,2789.0,2175.0,15.0,0.0,2194.0,1377.0,118.0,3682.0,2252.0,18.0,3.0,2353.0,2246.0,112.0,4734.0,417.0,167.0,0.0,643.0,3253.0,49.0,4042.0,10.0,526.0,0.0,590.0,2472.0,79.0,3126.0,0.0,78.0,0.0,101.0,1626.0,67.0,1900.0,0.0,0.0,0.0,0.0,633.0,22.0,714.0,5245.0,1121.0,24.0,6491.0,17299.0,914.0,24651.0,0.0,40.0,0.0,40.0,1797.0,21.0,1947.0,3.0,6.0,0.0,19.0,1445.0,3.0,1531.0,643.0,50.0,0.0,754.0,2321.0,62.0,3148.0,2712.0,43.0,66.0,2889.0,1172.0,100.0,4241.0,2330.0,53.0,3.0,2506.0,2585.0,104.0,5241.0,167.0,497.0,0.0,734.0,3540.0,72.0,4441.0,4.0,961.0,0.0,980.0,2559.0,79.0,3679.0,0.0,139.0,0.0,143.0,1929.0,85.0,2240.0,0.0,0.0,0.0,0.0,1096.0,74.0,1235.0,5974.0,2171.0,128.0,8300.0,18384.0,1000.0,27687.0,0.0,89.0,0.0,86.0,3746.0,64.0,3971.0,11.0,14.0,0.0,39.0,3002.0,42.0,3170.0,1039.0,103.0,13.0,1188.0,4445.0,224.0,5956.0,4795.0,101.0,98.0,5062.0,2542.0,290.0,7865.0,4639.0,115.0,51.0,4889.0,4836.0,275.0,10005.0,651.0,779.0,2.0,1420.0,6841.0,195.0,8519.0,40.0,1495.0,0.0,1547.0,5001.0,204.0,6834.0,8.0,364.0,0.0,373.0,3534.0,205.0,4156.0,0.0,0.0,0.0,0.0,1660.0,166.0,1904.0,11236.0,3246.0,235.0,14850.0,35737.0,1945.0,52401.0,52401.0
Shepparton,3.0,30.0,0.0,39.0,2005.0,205.0,2424.0,58.0,25.0,0.0,109.0,1768.0,110.0,2119.0,1265.0,58.0,8.0,1401.0,2751.0,398.0,4573.0,2106.0,15.0,7.0,2255.0,1649.0,350.0,4237.0,1207.0,56.0,0.0,1358.0,2757.0,357.0,4548.0,160.0,242.0,0.0,511.0,3699.0,359.0,4544.0,7.0,338.0,0.0,389.0,3226.0,286.0,3943.0,0.0,38.0,0.0,35.0,2000.0,143.0,2297.0,0.0,0.0,0.0,0.0,634.0,71.0,742.0,4979.0,1153.0,59.0,6360.0,20554.0,2554.0,29466.0,5.0,95.0,0.0,114.0,1779.0,133.0,2123.0,123.0,79.0,0.0,282.0,1517.0,103.0,2003.0,1987.0,160.0,43.0,2243.0,2253.0,371.0,4947.0,2622.0,62.0,69.0,2844.0,1308.0,310.0,4506.0,1159.0,254.0,3.0,1509.0,2733.0,269.0,4526.0,85.0,887.0,0.0,1012.0,3486.0,309.0,4807.0,12.0,493.0,0.0,544.0,3196.0,230.0,4095.0,0.0,47.0,0.0,50.0,2176.0,205.0,2518.0,0.0,0.0,0.0,0.0,974.0,114.0,1150.0,6116.0,2483.0,190.0,8799.0,19447.0,2462.0,30793.0,9.0,182.0,0.0,220.0,3774.0,402.0,4512.0,257.0,115.0,0.0,466.0,3244.0,284.0,4134.0,3266.0,259.0,85.0,3676.0,4986.0,819.0,9514.0,4711.0,134.0,98.0,5056.0,2932.0,681.0,8782.0,2422.0,414.0,23.0,2920.0,5497.0,661.0,9186.0,302.0,1178.0,3.0,1521.0,7107.0,680.0,9390.0,50.0,897.0,3.0,984.0,6447.0,558.0,8047.0,0.0,101.0,0.0,113.0,4184.0,475.0,4818.0,0.0,5.0,0.0,5.0,1648.0,192.0,1907.0,11136.0,3626.0,323.0,15135.0,40019.0,5033.0,60241.0,60241.0
