district,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_0_4_pc,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_5_9_pc,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_10_12_pc,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_13_14_pc,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_15_17_pc,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_18_20_pc,CF_C_BPBO_DC_21_24,CF_C_BPBO_DC_21_24_pc,CF_C_BPBO_Tot,CF_C_BPBO_Tot_pc,CF_C_FBO_DC_0_4,CF_C_FBO_DC_0_4_pc,CF_C_FBO_DC_5_9,CF_C_FBO_DC_5_9_pc,CF_C_FBO_DC_10_12,CF_C_FBO_DC_10_12_pc,CF_C_FBO_DC_13_14,CF_C_FBO_DC_13_14_pc,CF_C_FBO_DC_15_17,CF_C_FBO_DC_15_17_pc,CF_C_FBO_DC_18_20,CF_C_FBO_DC_18_20_pc,CF_C_FBO_DC_21_24,CF_C_FBO_DC_21_24_pc,CF_C_FBO_Tot,CF_C_FBO_Tot_pc,CF_C_MBO_DC_0_4,CF_C_MBO_DC_0_4_pc,CF_C_MBO_DC_5_9,CF_C_MBO_DC_5_9_pc,CF_C_MBO_DC_10_12,CF_C_MBO_DC_10_12_pc,CF_C_MBO_DC_13_14,CF_C_MBO_DC_13_14_pc,CF_C_MBO_DC_15_17,CF_C_MBO_DC_15_17_pc,CF_C_MBO_DC_18_20,CF_C_MBO_DC_18_20_pc,CF_C_MBO_DC_21_24,CF_C_MBO_DC_21_24_pc,CF_C_MBO_Tot,CF_C_MBO_Tot_pc,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_0_4_pc,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_5_9_pc,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_10_12_pc,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_13_14_pc,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_15_17_pc,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_18_20_pc,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_DC_21_24_pc,CF_C_BPBAu_Tot,CF_C_BPBAu_Tot_pc,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_0_4_pc,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_5_9_pc,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_10_12_pc,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_13_14_pc,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_15_17_pc,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_18_20_pc,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_DC_21_24_pc,CF_C_BP_NS_Tot,CF_C_BP_NS_Tot_pc,CF_C_Tot_DC_0_4,CF_C_Tot_DC_0_4_pc,CF_C_Tot_DC_5_9,CF_C_Tot_DC_5_9_pc,CF_C_Tot_DC_10_12,CF_C_Tot_DC_10_12_pc,CF_C_Tot_DC_13_14,CF_C_Tot_DC_13_14_pc,CF_C_Tot_DC_15_17,CF_C_Tot_DC_15_17_pc,CF_C_Tot_DC_18_20,CF_C_Tot_DC_18_20_pc,CF_C_Tot_DC_21_24,CF_C_Tot_DC_21_24_pc,CF_C_Tot_Tot,CF_C_Tot_Tot_pc,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_0_4_pc,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_5_9_pc,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_10_12_pc,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_13_14_pc,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_15_17_pc,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_18_20_pc,One_PF_BPBO_DC_21_24,One_PF_BPBO_DC_21_24_pc,One_PF_BPBO_Tot,One_PF_BPBO_Tot_pc,One_PF_FBO_DC_0_4,One_PF_FBO_DC_0_4_pc,One_PF_FBO_DC_5_9,One_PF_FBO_DC_5_9_pc,One_PF_FBO_DC_10_12,One_PF_FBO_DC_10_12_pc,One_PF_FBO_DC_13_14,One_PF_FBO_DC_13_14_pc,One_PF_FBO_DC_15_17,One_PF_FBO_DC_15_17_pc,One_PF_FBO_DC_18_20,One_PF_FBO_DC_18_20_pc,One_PF_FBO_DC_21_24,One_PF_FBO_DC_21_24_pc,One_PF_FBO_Tot,One_PF_FBO_Tot_pc,One_PF_MBO_DC_0_4,One_PF_MBO_DC_0_4_pc,One_PF_MBO_DC_5_9,One_PF_MBO_DC_5_9_pc,One_PF_MBO_DC_10_12,One_PF_MBO_DC_10_12_pc,One_PF_MBO_DC_13_14,One_PF_MBO_DC_13_14_pc,One_PF_MBO_DC_15_17,One_PF_MBO_DC_15_17_pc,One_PF_MBO_DC_18_20,One_PF_MBO_DC_18_20_pc,One_PF_MBO_DC_21_24,One_PF_MBO_DC_21_24_pc,One_PF_MBO_Tot,One_PF_MBO_Tot_pc,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_0_4_pc,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_5_9_pc,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_10_12_pc,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_13_14_pc,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_15_17_pc,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_18_20_pc,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_DC_21_24_pc,One_PF_BPBAu_Tot,One_PF_BPBAu_Tot_pc,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_0_4_pc,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_5_9_pc,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_10_12_pc,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_13_14_pc,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_15_17_pc,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_18_20_pc,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_DC_21_24_pc,One_PF_BP_NS_Tot,One_PF_BP_NS_Tot_pc,One_PF_Tot_DC_0_4,One_PF_Tot_DC_0_4_pc,One_PF_Tot_DC_5_9,One_PF_Tot_DC_5_9_pc,One_PF_Tot_DC_10_12,One_PF_Tot_DC_10_12_pc,One_PF_Tot_DC_13_14,One_PF_Tot_DC_13_14_pc,One_PF_Tot_DC_15_17,One_PF_Tot_DC_15_17_pc,One_PF_Tot_DC_18_20,One_PF_Tot_DC_18_20_pc,One_PF_Tot_DC_21_24,One_PF_Tot_DC_21_24_pc,One_PF_Tot_Tot,One_PF_Tot_Tot_pc,Tot_DC_0_4,Tot_DC_0_4_pc,Tot_DC_5_9,Tot_DC_5_9_pc,Tot_DC_10_12,Tot_DC_10_12_pc,Tot_DC_13_14,Tot_DC_13_14_pc,Tot_DC_15_17,Tot_DC_15_17_pc,Tot_DC_18_20,Tot_DC_18_20_pc,Tot_DC_21_24,Tot_DC_21_24_pc,Tot_Tot,Tot_Tot_pc,Tot_Tot_total
Monbulk,189.0,0.0124,243.0,0.016,135.0,0.0089,54.0,0.0035,119.0,0.0078,42.0,0.0028,10.0,0.0007,1184.0,0.0778,284.0,0.0187,341.0,0.0224,173.0,0.0114,101.0,0.0066,154.0,0.0101,59.0,0.0039,15.0,0.001,1403.0,0.0922,278.0,0.0183,391.0,0.0257,156.0,0.0102,97.0,0.0064,100.0,0.0066,56.0,0.0037,0.0,0.0,1382.0,0.0908,2263.0,0.1486,2457.0,0.1614,1506.0,0.0989,902.0,0.0592,1186.0,0.0779,495.0,0.0325,165.0,0.0108,9168.0,0.6022,0.0,0.0,8.0,0.0005,5.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0013,3171.0,0.2083,3483.0,0.2288,2101.0,0.138,1400.0,0.092,1769.0,0.1162,824.0,0.0541,343.0,0.0225,13165.0,0.8647,0.0,0.0,11.0,0.0007,5.0,0.0003,6.0,0.0004,7.0,0.0005,3.0,0.0002,0.0,0.0,90.0,0.0059,27.0,0.0018,10.0,0.0007,24.0,0.0016,15.0,0.001,33.0,0.0022,9.0,0.0006,3.0,0.0002,254.0,0.0167,8.0,0.0005,19.0,0.0012,10.0,0.0007,12.0,0.0008,12.0,0.0008,4.0,0.0003,4.0,0.0003,157.0,0.0103,118.0,0.0078,297.0,0.0195,234.0,0.0154,149.0,0.0098,240.0,0.0158,81.0,0.0053,39.0,0.0026,1471.0,0.0966,3.0,0.0002,3.0,0.0002,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0023,210.0,0.0138,403.0,0.0265,375.0,0.0246,249.0,0.0164,423.0,0.0278,113.0,0.0074,54.0,0.0035,2111.0,0.1387,3363.0,0.2209,3990.0,0.2621,2506.0,0.1646,1636.0,0.1075,2219.0,0.1457,1019.0,0.0669,454.0,0.0298,15225.0,1.0,15225.0
Mordialloc,1045.0,0.0569,1409.0,0.0767,763.0,0.0415,500.0,0.0272,666.0,0.0362,477.0,0.026,308.0,0.0168,5247.0,0.2855,383.0,0.0208,431.0,0.0235,234.0,0.0127,99.0,0.0054,148.0,0.0081,51.0,0.0028,19.0,0.001,1656.0,0.0901,446.0,0.0243,424.0,0.0231,166.0,0.009,110.0,0.006,135.0,0.0073,44.0,0.0024,19.0,0.001,1605.0,0.0873,1755.0,0.0955,1845.0,0.1004,1109.0,0.0603,760.0,0.0414,1002.0,0.0545,493.0,0.0268,247.0,0.0134,7361.0,0.4005,8.0,0.0004,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0011,3780.0,0.2057,4134.0,0.2249,2382.0,0.1296,1674.0,0.0911,2089.0,0.1137,1224.0,0.0666,655.0,0.0356,15967.0,0.8688,46.0,0.0025,86.0,0.0047,75.0,0.0041,53.0,0.0029,84.0,0.0046,68.0,0.0037,34.0,0.0018,641.0,0.0349,27.0,0.0015,44.0,0.0024,20.0,0.0011,25.0,0.0014,34.0,0.0018,11.0,0.0006,4.0,0.0002,297.0,0.0162,7.0,0.0004,34.0,0.0018,7.0,0.0004,7.0,0.0004,15.0,0.0008,0.0,0.0,5.0,0.0003,203.0,0.011,84.0,0.0046,216.0,0.0118,166.0,0.009,64.0,0.0035,163.0,0.0089,62.0,0.0034,20.0,0.0011,1153.0,0.0627,3.0,0.0002,6.0,0.0003,5.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0018,267.0,0.0145,487.0,0.0265,394.0,0.0214,252.0,0.0137,456.0,0.0248,225.0,0.0122,135.0,0.0073,2477.0,0.1348,4105.0,0.2234,4694.0,0.2554,2814.0,0.1531,1942.0,0.1057,2564.0,0.1395,1502.0,0.0817,778.0,0.0423,18379.0,1.0,18379.0
Mornington,167.0,0.0111,298.0,0.0197,192.0,0.0127,183.0,0.0121,249.0,0.0165,104.0,0.0069,44.0,0.0029,1518.0,0.1005,258.0,0.0171,385.0,0.0255,266.0,0.0176,164.0,0.0109,218.0,0.0144,52.0,0.0034,13.0,0.0009,1566.0,0.1037,235.0,0.0156,350.0,0.0232,225.0,0.0149,94.0,0.0062,169.0,0.0112,66.0,0.0044,11.0,0.0007,1399.0,0.0926,1802.0,0.1193,2200.0,0.1456,1453.0,0.0962,946.0,0.0626,1220.0,0.0808,501.0,0.0332,181.0,0.012,8430.0,0.5581,3.0,0.0002,3.0,0.0002,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0017,2652.0,0.1756,3320.0,0.2198,2265.0,0.15,1553.0,0.1028,1966.0,0.1302,860.0,0.0569,376.0,0.0249,12969.0,0.8586,5.0,0.0003,26.0,0.0017,21.0,0.0014,0.0,0.0,20.0,0.0013,0.0,0.0,0.0,0.0,138.0,0.0091,8.0,0.0005,58.0,0.0038,30.0,0.002,12.0,0.0008,50.0,0.0033,6.0,0.0004,0.0,0.0,322.0,0.0213,9.0,0.0006,31.0,0.0021,14.0,0.0009,23.0,0.0015,15.0,0.001,6.0,0.0004,0.0,0.0,199.0,0.0132,125.0,0.0083,307.0,0.0203,206.0,0.0136,163.0,0.0108,256.0,0.0169,55.0,0.0036,24.0,0.0016,1363.0,0.0902,0.0,0.0,8.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0012,229.0,0.0152,474.0,0.0314,328.0,0.0217,255.0,0.0169,417.0,0.0276,92.0,0.0061,63.0,0.0042,2112.0,0.1398,2848.0,0.1885,3782.0,0.2504,2666.0,0.1765,1835.0,0.1215,2375.0,0.1572,1057.0,0.07,477.0,0.0316,15105.0,1.0,15105.0
Morwell,220.0,0.0155,245.0,0.0172,104.0,0.0073,46.0,0.0032,62.0,0.0044,15.0,0.0011,0.0,0.0,885.0,0.0622,71.0,0.005,76.0,0.0053,64.0,0.0045,31.0,0.0022,42.0,0.003,4.0,0.0003,0.0,0.0,454.0,0.0319,100.0,0.007,63.0,0.0044,43.0,0.003,24.0,0.0017,42.0,0.003,6.0,0.0004,0.0,0.0,442.0,0.0311,2289.0,0.161,2273.0,0.1599,1356.0,0.0954,923.0,0.0649,1068.0,0.0751,261.0,0.0184,64.0,0.0045,8352.0,0.5874,8.0,0.0006,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0015,2816.0,0.1981,2733.0,0.1922,1683.0,0.1184,1117.0,0.0786,1333.0,0.0938,343.0,0.0241,82.0,0.0058,10248.0,0.7208,27.0,0.0019,17.0,0.0012,12.0,0.0008,12.0,0.0008,16.0,0.0011,0.0,0.0,0.0,0.0,174.0,0.0122,35.0,0.0025,26.0,0.0018,18.0,0.0013,11.0,0.0008,22.0,0.0015,0.0,0.0,0.0,0.0,219.0,0.0154,10.0,0.0007,33.0,0.0023,7.0,0.0005,4.0,0.0003,15.0,0.0011,9.0,0.0006,0.0,0.0,137.0,0.0096,753.0,0.053,969.0,0.0682,567.0,0.0399,342.0,0.0241,406.0,0.0286,72.0,0.0051,0.0,0.0,3267.0,0.2298,38.0,0.0027,15.0,0.0011,4.0,0.0003,14.0,0.001,10.0,0.0007,0.0,0.0,0.0,0.0,134.0,0.0094,872.0,0.0613,1135.0,0.0798,711.0,0.05,475.0,0.0334,539.0,0.0379,105.0,0.0074,3.0,0.0002,4028.0,0.2833,3705.0,0.2606,3927.0,0.2762,2463.0,0.1732,1629.0,0.1146,1842.0,0.1296,532.0,0.0374,129.0,0.0091,14218.0,1.0,14218.0
Mulgrave,2335.0,0.1467,2398.0,0.1507,1244.0,0.0782,765.0,0.0481,953.0,0.0599,868.0,0.0545,504.0,0.0317,9130.0,0.5737,133.0,0.0084,176.0,0.0111,58.0,0.0036,34.0,0.0021,59.0,0.0037,17.0,0.0011,11.0,0.0007,695.0,0.0437,280.0,0.0176,238.0,0.015,90.0,0.0057,19.0,0.0012,29.0,0.0018,12.0,0.0008,9.0,0.0006,923.0,0.058,589.0,0.037,620.0,0.039,334.0,0.021,198.0,0.0124,353.0,0.0222,139.0,0.0087,56.0,0.0035,2469.0,0.1552,7.0,0.0004,11.0,0.0007,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.003,3497.0,0.2198,3543.0,0.2226,1830.0,0.115,1175.0,0.0738,1528.0,0.096,1073.0,0.0674,605.0,0.038,13340.0,0.8383,134.0,0.0084,233.0,0.0146,211.0,0.0133,144.0,0.009,194.0,0.0122,132.0,0.0083,136.0,0.0085,1527.0,0.096,17.0,0.0011,26.0,0.0016,6.0,0.0004,10.0,0.0006,8.0,0.0005,11.0,0.0007,17.0,0.0011,185.0,0.0116,22.0,0.0014,29.0,0.0018,11.0,0.0007,0.0,0.0,14.0,0.0009,8.0,0.0005,0.0,0.0,158.0,0.0099,48.0,0.003,90.0,0.0057,93.0,0.0058,59.0,0.0037,75.0,0.0047,33.0,0.0021,7.0,0.0004,544.0,0.0342,0.0,0.0,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0009,327.0,0.0205,487.0,0.0306,381.0,0.0239,302.0,0.019,408.0,0.0256,232.0,0.0146,183.0,0.0115,2619.0,0.1646,3888.0,0.2443,4084.0,0.2566,2291.0,0.144,1545.0,0.0971,1958.0,0.123,1432.0,0.09,805.0,0.0506,15913.0,1.0,15913.0
Murray Plains,195.0,0.0152,196.0,0.0153,87.0,0.0068,24.0,0.0019,45.0,0.0035,0.0,0.0,0.0,0.0,717.0,0.0561,70.0,0.0055,33.0,0.0026,13.0,0.001,3.0,0.0002,3.0,0.0002,0.0,0.0,0.0,0.0,207.0,0.0162,65.0,0.0051,106.0,0.0083,39.0,0.003,22.0,0.0017,19.0,0.0015,0.0,0.0,5.0,0.0004,390.0,0.0305,2129.0,0.1664,2286.0,0.1787,1500.0,0.1173,905.0,0.0708,1161.0,0.0908,209.0,0.0163,46.0,0.0036,8518.0,0.6659,10.0,0.0008,9.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.003,2514.0,0.1965,2739.0,0.2141,1723.0,0.1347,1121.0,0.0876,1279.0,0.1,249.0,0.0195,58.0,0.0045,9919.0,0.7755,6.0,0.0005,10.0,0.0008,9.0,0.0007,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,59.0,0.0046,15.0,0.0012,37.0,0.0029,9.0,0.0007,0.0,0.0,7.0,0.0005,0.0,0.0,0.0,0.0,112.0,0.0088,6.0,0.0005,7.0,0.0005,3.0,0.0002,7.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0066,410.0,0.0321,657.0,0.0514,434.0,0.0339,281.0,0.022,318.0,0.0249,35.0,0.0027,3.0,0.0002,2453.0,0.1918,22.0,0.0017,0.0,0.0,8.0,0.0006,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0048,509.0,0.0398,727.0,0.0568,539.0,0.0421,336.0,0.0263,388.0,0.0303,49.0,0.0038,3.0,0.0002,2841.0,0.2221,3195.0,0.2498,3544.0,0.2771,2301.0,0.1799,1489.0,0.1164,1737.0,0.1358,339.0,0.0265,62.0,0.0048,12791.0,1.0,12791.0
Narracan,173.0,0.0114,248.0,0.0164,89.0,0.0059,61.0,0.004,71.0,0.0047,34.0,0.0022,7.0,0.0005,844.0,0.0558,152.0,0.01,175.0,0.0116,107.0,0.0071,52.0,0.0034,55.0,0.0036,20.0,0.0013,4.0,0.0003,736.0,0.0486,151.0,0.01,165.0,0.0109,52.0,0.0034,21.0,0.0014,59.0,0.0039,6.0,0.0004,0.0,0.0,649.0,0.0429,2723.0,0.1799,2623.0,0.1733,1672.0,0.1105,1067.0,0.0705,1285.0,0.0849,386.0,0.0255,107.0,0.0071,9942.0,0.6569,10.0,0.0007,8.0,0.0005,3.0,0.0002,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0032,3334.0,0.2203,3246.0,0.2145,2008.0,0.1327,1333.0,0.0881,1612.0,0.1065,554.0,0.0366,140.0,0.0093,12345.0,0.8157,6.0,0.0004,11.0,0.0007,6.0,0.0004,3.0,0.0002,7.0,0.0005,0.0,0.0,0.0,0.0,79.0,0.0052,19.0,0.0013,40.0,0.0026,10.0,0.0007,12.0,0.0008,26.0,0.0017,10.0,0.0007,0.0,0.0,202.0,0.0133,13.0,0.0009,9.0,0.0006,29.0,0.0019,3.0,0.0002,9.0,0.0006,3.0,0.0002,0.0,0.0,131.0,0.0087,397.0,0.0262,550.0,0.0363,358.0,0.0237,310.0,0.0205,335.0,0.0221,74.0,0.0049,21.0,0.0014,2269.0,0.1499,7.0,0.0005,9.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0032,517.0,0.0342,693.0,0.0458,469.0,0.031,382.0,0.0252,451.0,0.0298,119.0,0.0079,25.0,0.0017,2800.0,0.185,3880.0,0.2564,3941.0,0.2604,2563.0,0.1694,1816.0,0.12,2025.0,0.1338,663.0,0.0438,195.0,0.0129,15134.0,1.0,15134.0
Narre Warren North,2010.0,0.1068,2226.0,0.1183,1240.0,0.0659,897.0,0.0477,1138.0,0.0605,808.0,0.0429,515.0,0.0274,8976.0,0.477,322.0,0.0171,242.0,0.0129,112.0,0.006,61.0,0.0032,81.0,0.0043,33.0,0.0018,15.0,0.0008,1178.0,0.0626,268.0,0.0142,274.0,0.0146,118.0,0.0063,71.0,0.0038,71.0,0.0038,24.0,0.0013,17.0,0.0009,1112.0,0.0591,1278.0,0.0679,1137.0,0.0604,610.0,0.0324,405.0,0.0215,549.0,0.0292,244.0,0.013,117.0,0.0062,4603.0,0.2446,3.0,0.0002,6.0,0.0003,4.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0027,3958.0,0.2103,4005.0,0.2128,2171.0,0.1154,1593.0,0.0846,2065.0,0.1097,1203.0,0.0639,802.0,0.0426,15930.0,0.8465,92.0,0.0049,225.0,0.012,90.0,0.0048,54.0,0.0029,141.0,0.0075,76.0,0.004,58.0,0.0031,967.0,0.0514,46.0,0.0024,49.0,0.0026,44.0,0.0023,3.0,0.0002,19.0,0.001,0.0,0.0,0.0,0.0,325.0,0.0173,8.0,0.0004,22.0,0.0012,6.0,0.0003,7.0,0.0004,9.0,0.0005,4.0,0.0002,0.0,0.0,178.0,0.0095,239.0,0.0127,291.0,0.0155,149.0,0.0079,87.0,0.0046,120.0,0.0064,36.0,0.0019,3.0,0.0002,1237.0,0.0657,4.0,0.0002,4.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.002,495.0,0.0263,726.0,0.0386,433.0,0.023,303.0,0.0161,442.0,0.0235,194.0,0.0103,102.0,0.0054,2909.0,0.1546,4486.0,0.2384,4718.0,0.2507,2731.0,0.1451,1978.0,0.1051,2444.0,0.1299,1489.0,0.0791,997.0,0.053,18819.0,1.0,18819.0
Narre Warren South,3614.0,0.1355,3929.0,0.1473,2359.0,0.0884,1515.0,0.0568,2001.0,0.075,1244.0,0.0466,756.0,0.0283,15476.0,0.58,342.0,0.0128,328.0,0.0123,135.0,0.0051,65.0,0.0024,96.0,0.0036,52.0,0.0019,17.0,0.0006,1381.0,0.0518,261.0,0.0098,289.0,0.0108,114.0,0.0043,79.0,0.003,91.0,0.0034,24.0,0.0009,16.0,0.0006,1133.0,0.0425,1101.0,0.0413,1133.0,0.0425,665.0,0.0249,480.0,0.018,679.0,0.0254,213.0,0.008,71.0,0.0027,4599.0,0.1724,8.0,0.0003,6.0,0.0002,4.0,0.0001,0.0,0.0,7.0,0.0003,0.0,0.0,0.0,0.0,87.0,0.0033,5392.0,0.2021,5783.0,0.2167,3500.0,0.1312,2336.0,0.0876,3037.0,0.1138,1644.0,0.0616,971.0,0.0364,22801.0,0.8546,190.0,0.0071,368.0,0.0138,193.0,0.0072,141.0,0.0053,241.0,0.009,123.0,0.0046,90.0,0.0034,1721.0,0.0645,33.0,0.0012,36.0,0.0013,13.0,0.0005,10.0,0.0004,34.0,0.0013,7.0,0.0003,6.0,0.0002,358.0,0.0134,14.0,0.0005,44.0,0.0016,10.0,0.0004,14.0,0.0005,21.0,0.0008,0.0,0.0,0.0,0.0,244.0,0.0091,262.0,0.0098,302.0,0.0113,182.0,0.0068,122.0,0.0046,181.0,0.0068,24.0,0.0009,12.0,0.0004,1456.0,0.0546,0.0,0.0,14.0,0.0005,3.0,0.0001,12.0,0.0004,4.0,0.0001,0.0,0.0,0.0,0.0,69.0,0.0026,626.0,0.0235,948.0,0.0355,584.0,0.0219,503.0,0.0189,612.0,0.0229,268.0,0.01,139.0,0.0052,3986.0,0.1494,6093.0,0.2284,6736.0,0.2525,4129.0,0.1548,2917.0,0.1093,3710.0,0.1391,1939.0,0.0727,1146.0,0.043,26681.0,1.0,26681.0
Nepean,48.0,0.0048,58.0,0.0058,29.0,0.0029,19.0,0.0019,24.0,0.0024,5.0,0.0005,3.0,0.0003,350.0,0.0353,169.0,0.017,154.0,0.0155,98.0,0.0099,59.0,0.0059,75.0,0.0076,20.0,0.002,6.0,0.0006,721.0,0.0727,144.0,0.0145,117.0,0.0118,85.0,0.0086,14.0,0.0014,44.0,0.0044,11.0,0.0011,0.0,0.0,621.0,0.0626,1597.0,0.161,1511.0,0.1523,982.0,0.099,587.0,0.0592,725.0,0.0731,211.0,0.0213,107.0,0.0108,5867.0,0.5916,7.0,0.0007,3.0,0.0003,0.0,0.0,0.0,0.0,3.0,0.0003,0.0,0.0,0.0,0.0,26.0,0.0026,2064.0,0.2081,1947.0,0.1963,1269.0,0.1279,845.0,0.0852,1032.0,0.1041,307.0,0.031,163.0,0.0164,7664.0,0.7727,0.0,0.0,4.0,0.0004,0.0,0.0,0.0,0.0,11.0,0.0011,0.0,0.0,0.0,0.0,68.0,0.0069,6.0,0.0006,24.0,0.0024,37.0,0.0037,9.0,0.0009,21.0,0.0021,7.0,0.0007,0.0,0.0,245.0,0.0247,3.0,0.0003,32.0,0.0032,20.0,0.002,5.0,0.0005,13.0,0.0013,4.0,0.0004,0.0,0.0,133.0,0.0134,204.0,0.0206,433.0,0.0437,268.0,0.027,175.0,0.0176,212.0,0.0214,65.0,0.0066,10.0,0.001,1654.0,0.1668,9.0,0.0009,7.0,0.0007,3.0,0.0003,0.0,0.0,10.0,0.001,3.0,0.0003,0.0,0.0,58.0,0.0058,279.0,0.0281,603.0,0.0608,392.0,0.0395,261.0,0.0263,362.0,0.0365,104.0,0.0105,20.0,0.002,2237.0,0.2255,2368.0,0.2388,2528.0,0.2549,1672.0,0.1686,1106.0,0.1115,1403.0,0.1415,472.0,0.0476,202.0,0.0204,9918.0,1.0,9918.0
