district,M_Current_ADF_Regular_15_24_n,M_Current_ADF_Regular_25_34_n,M_Current_ADF_Regular_35_44_n,M_Current_ADF_Regular_45_54_n,M_Current_ADF_Regular_55_64_n,M_Current_ADF_Regular_65_74_n,M_Current_ADF_Regular_75_84_n,M_Current_ADF_Regular_85_ov_n,M_Current_ADF_Regular_Tot_n,M_Current_ADF_Reserves_15_24_n,M_Current_ADF_Reserves_25_34_n,M_Current_ADF_Reserves_35_44_n,M_Current_ADF_Reserves_45_54_n,M_Current_ADF_Reserves_55_64_n,M_Current_ADF_Reserves_65_74_n,M_Current_ADF_Reserves_75_84_n,M_Current_ADF_Reserves_85_ov_n,M_Current_ADF_Reserves_Tot_n,M_Prev_ADF_Ncs_15_24_n,M_Prev_ADF_Ncs_25_34_n,M_Prev_ADF_Ncs_35_44_n,M_Prev_ADF_Ncs_45_54_n,M_Prev_ADF_Ncs_55_64_n,M_Prev_ADF_Ncs_65_74_n,M_Prev_ADF_Ncs_75_84_n,M_Prev_ADF_Ncs_85_ov_n,M_Prev_ADF_Ncs_Tot_n,M_Tot_ADF_ev_ser_15_24_n,M_Tot_ADF_ev_ser_25_34_n,M_Tot_ADF_ev_ser_35_44_n,M_Tot_ADF_ev_ser_45_54_n,M_Tot_ADF_ev_ser_55_64_n,M_Tot_ADF_ev_ser_65_74_n,M_Tot_ADF_ev_ser_75_84_n,M_Tot_ADF_ev_ser_85_ov_n,M_Tot_ADF_ev_ser_Tot_n,M_never_served_15_24_n,M_never_served_25_34_n,M_never_served_35_44_n,M_never_served_45_54_n,M_never_served_55_64_n,M_never_served_65_74_n,M_never_served_75_84_n,M_never_served_85_ov_n,M_never_served_Tot_n,M_NS_15_24_n,M_NS_25_34_n,M_NS_35_44_n,M_NS_45_54_n,M_NS_55_64_n,M_NS_65_74_n,M_NS_75_84_n,M_NS_85_ov_n,M_NS_Tot_n,M_Tot_15_24_n,M_Tot_25_34_n,M_Tot_35_44_n,M_Tot_45_54_n,M_Tot_55_64_n,M_Tot_65_74_n,M_Tot_75_84_n,M_Tot_85_ov_n,M_Tot_Tot_n,F_Current_ADF_Regular_15_24_n,F_Current_ADF_Regular_25_34_n,F_Current_ADF_Regular_35_44_n,F_Current_ADF_Regular_45_54_n,F_Current_ADF_Regular_55_64_n,F_Current_ADF_Regular_65_74_n,F_Current_ADF_Regular_75_84_n,F_Current_ADF_Regular_85_ov_n,F_Current_ADF_Regular_Tot_n,F_Current_ADF_Reserves_15_24_n,F_Current_ADF_Reserves_25_34_n,F_Current_ADF_Reserves_35_44_n,F_Current_ADF_Reserves_45_54_n,F_Current_ADF_Reserves_55_64_n,F_Current_ADF_Reserves_65_74_n,F_Current_ADF_Reserves_75_84_n,F_Current_ADF_Reserves_85_ov_n,F_Current_ADF_Reserves_Tot_n,F_Prev_ADF_Ncs_15_24_n,F_Prev_ADF_Ncs_25_34_n,F_Prev_ADF_Ncs_35_44_n,F_Prev_ADF_Ncs_45_54_n,F_Prev_ADF_Ncs_55_64_n,F_Prev_ADF_Ncs_65_74_n,F_Prev_ADF_Ncs_75_84_n,F_Prev_ADF_Ncs_85_ov_n,F_Prev_ADF_Ncs_Tot_n,F_Tot_ADF_ev_ser_15_24_n,F_Tot_ADF_ev_ser_25_34_n,F_Tot_ADF_ev_ser_35_44_n,F_Tot_ADF_ev_ser_45_54_n,F_Tot_ADF_ev_ser_55_64_n,F_Tot_ADF_ev_ser_65_74_n,F_Tot_ADF_ev_ser_75_84_n,F_Tot_ADF_ev_ser_85_ov_n,F_Tot_ADF_ev_ser_Tot_n,F_never_served_15_24_n,F_never_served_25_34_n,F_never_served_35_44_n,F_never_served_45_54_n,F_never_served_55_64_n,F_never_served_65_74_n,F_never_served_75_84_n,F_never_served_85_ov_n,F_never_served_Tot_n,F_NS_15_24_n,F_NS_25_34_n,F_NS_35_44_n,F_NS_45_54_n,F_NS_55_64_n,F_NS_65_74_n,F_NS_75_84_n,F_NS_85_ov_n,F_NS_Tot_n,F_Tot_15_24_n,F_Tot_25_34_n,F_Tot_35_44_n,F_Tot_45_54_n,F_Tot_55_64_n,F_Tot_65_74_n,F_Tot_75_84_n,F_Tot_85_ov_n,F_Tot_Tot_n,P_Current_ADF_Regular_15_24_n,P_Current_ADF_Regular_25_34_n,P_Current_ADF_Regular_35_44_n,P_Current_ADF_Regular_45_54_n,P_Current_ADF_Regular_55_64_n,P_Current_ADF_Regular_65_74_n,P_Current_ADF_Regular_75_84_n,P_Current_ADF_Regular_85_ov_n,P_Current_ADF_Regular_Tot_n,P_Current_ADF_Reserves_15_24_n,P_Current_ADF_Reserves_25_34_n,P_Current_ADF_Reserves_35_44_n,P_Current_ADF_Reserves_45_54_n,P_Current_ADF_Reserves_55_64_n,P_Current_ADF_Reserves_65_74_n,P_Current_ADF_Reserves_75_84_n,P_Current_ADF_Reserves_85_ov_n,P_Current_ADF_Reserves_Tot_n,P_Prev_ADF_Ncs_15_24_n,P_Prev_ADF_Ncs_25_34_n,P_Prev_ADF_Ncs_35_44_n,P_Prev_ADF_Ncs_45_54_n,P_Prev_ADF_Ncs_55_64_n,P_Prev_ADF_Ncs_65_74_n,P_Prev_ADF_Ncs_75_84_n,P_Prev_ADF_Ncs_85_ov_n,P_Prev_ADF_Ncs_Tot_n,P_Tot_ADF_ev_ser_15_24_n,P_Tot_ADF_ev_ser_25_34_n,P_Tot_ADF_ev_ser_35_44_n,P_Tot_ADF_ev_ser_45_54_n,P_Tot_ADF_ev_ser_55_64_n,P_Tot_ADF_ev_ser_65_74_n,P_Tot_ADF_ev_ser_75_84_n,P_Tot_ADF_ev_ser_85_ov_n,P_Tot_ADF_ev_ser_Tot_n,P_never_served_15_24_n,P_never_served_25_34_n,P_never_served_35_44_n,P_never_served_45_54_n,P_never_served_55_64_n,P_never_served_65_74_n,P_never_served_75_84_n,P_never_served_85_ov_n,P_never_served_Tot_n,P_NS_15_24_n,P_NS_25_34_n,P_NS_35_44_n,P_NS_45_54_n,P_NS_55_64_n,P_NS_65_74_n,P_NS_75_84_n,P_NS_85_ov_n,P_NS_Tot_n,P_Tot_15_24_n,P_Tot_25_34_n,P_Tot_35_44_n,P_Tot_45_54_n,P_Tot_55_64_n,P_Tot_65_74_n,P_Tot_75_84_n,P_Tot_85_ov_n,P_Tot_Tot_n,P_Tot_Tot_total
Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,21.0,6.0,14.0,18.0,35.0,48.0,10.0,393.0,3.0,27.0,18.0,20.0,26.0,35.0,48.0,10.0,491.0,3433.0,8538.0,5419.0,3625.0,2596.0,1821.0,1033.0,368.0,26962.0,65.0,341.0,208.0,80.0,91.0,47.0,25.0,8.0,1071.0,3563.0,8939.0,5724.0,3870.0,2820.0,1926.0,1189.0,462.0,28548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,3.0,40.0,4201.0,9655.0,5721.0,3849.0,3030.0,2342.0,1521.0,661.0,30917.0,108.0,343.0,133.0,77.0,34.0,68.0,32.0,5.0,1104.0,4344.0,9995.0,5879.0,3964.0,3127.0,2420.0,1594.0,724.0,32122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,26.0,9.0,33.0,46.0,39.0,53.0,16.0,479.0,3.0,28.0,28.0,40.0,54.0,39.0,53.0,16.0,578.0,7678.0,18132.0,11157.0,7391.0,5631.0,4146.0,2543.0,1094.0,57909.0,215.0,718.0,383.0,197.0,166.0,172.0,91.0,30.0,2240.0,7921.0,18922.0,11631.0,7796.0,5969.0,4413.0,2810.0,1229.0,60652.0,60652.0
Bulleen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,9.0,6.0,35.0,75.0,213.0,143.0,767.0,0.0,10.0,6.0,6.0,35.0,75.0,213.0,143.0,843.0,4333.0,4181.0,4337.0,4344.0,4228.0,3269.0,2618.0,1012.0,28387.0,65.0,99.0,102.0,73.0,48.0,42.0,63.0,47.0,956.0,4515.0,4393.0,4595.0,4522.0,4419.0,3506.0,2997.0,1286.0,30233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,26.0,3907.0,4274.0,4803.0,4908.0,4886.0,4218.0,3433.0,1565.0,31920.0,51.0,102.0,118.0,109.0,44.0,54.0,94.0,114.0,1110.0,3994.0,4393.0,4971.0,5036.0,5002.0,4351.0,3603.0,1682.0,33091.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,12.0,13.0,41.0,79.0,207.0,142.0,819.0,0.0,12.0,15.0,13.0,44.0,79.0,207.0,142.0,907.0,8241.0,8454.0,9178.0,9188.0,9050.0,7500.0,6018.0,2620.0,60265.0,185.0,283.0,273.0,212.0,178.0,146.0,215.0,181.0,2038.0,8422.0,8831.0,9593.0,9526.0,9413.0,7832.0,6566.0,3009.0,63249.0,63249.0
Bundoora,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,44.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,19.0,40.0,68.0,189.0,197.0,78.0,959.0,9.0,12.0,44.0,83.0,82.0,189.0,197.0,78.0,1062.0,4457.0,4888.0,4513.0,4291.0,3454.0,2786.0,1573.0,446.0,26386.0,224.0,197.0,124.0,74.0,86.0,40.0,44.0,13.0,1152.0,4754.0,5223.0,4780.0,4582.0,3722.0,3039.0,1845.0,629.0,28604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,0.0,6.0,64.0,0.0,0.0,0.0,19.0,3.0,3.0,0.0,6.0,82.0,4041.0,4642.0,4675.0,4543.0,3909.0,3426.0,2100.0,855.0,28263.0,167.0,141.0,105.0,79.0,63.0,68.0,21.0,60.0,1046.0,4232.0,4848.0,4855.0,4790.0,4068.0,3563.0,2235.0,968.0,29460.0,0.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,17.0,17.0,78.0,108.0,205.0,214.0,81.0,1025.0,20.0,29.0,54.0,132.0,126.0,205.0,214.0,81.0,1178.0,8463.0,9534.0,9129.0,8819.0,7391.0,6220.0,3662.0,1358.0,54620.0,479.0,423.0,267.0,207.0,178.0,150.0,98.0,85.0,2244.0,8980.0,10046.0,9605.0,9300.0,7837.0,6658.0,4043.0,1607.0,58078.0,58078.0
Carrum,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,32.0,51.0,83.0,91.0,235.0,142.0,48.0,982.0,4.0,46.0,62.0,86.0,100.0,235.0,142.0,48.0,1048.0,3842.0,4506.0,5333.0,4764.0,3889.0,2602.0,1161.0,259.0,26499.0,118.0,199.0,182.0,168.0,88.0,72.0,74.0,30.0,1244.0,4023.0,4836.0,5709.0,5075.0,4221.0,2964.0,1461.0,357.0,28751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,10.0,0.0,6.0,127.0,0.0,0.0,0.0,3.0,13.0,10.0,0.0,6.0,134.0,3659.0,5032.0,5682.0,5070.0,4235.0,3256.0,1595.0,592.0,29155.0,85.0,166.0,188.0,96.0,81.0,79.0,100.0,75.0,1265.0,3819.0,5247.0,5940.0,5297.0,4459.0,3454.0,1725.0,702.0,30612.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,38.0,71.0,136.0,143.0,257.0,152.0,44.0,1153.0,4.0,57.0,107.0,134.0,151.0,257.0,152.0,44.0,1229.0,7540.0,9525.0,11055.0,9813.0,8148.0,5869.0,2718.0,912.0,55553.0,263.0,410.0,420.0,349.0,273.0,237.0,206.0,122.0,2581.0,7881.0,9994.0,11688.0,10339.0,8672.0,6413.0,3175.0,1156.0,59337.0,59337.0
Caulfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,30.0,9.0,87.0,38.0,40.0,521.0,0.0,32.0,23.0,33.0,13.0,87.0,38.0,40.0,576.0,3856.0,6104.0,4877.0,4016.0,3273.0,2860.0,1329.0,500.0,26837.0,157.0,350.0,184.0,106.0,48.0,98.0,51.0,21.0,1398.0,4095.0,6592.0,5159.0,4206.0,3475.0,3161.0,1464.0,598.0,28784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,4067.0,6460.0,5096.0,4421.0,3549.0,3352.0,1720.0,1014.0,29699.0,137.0,270.0,162.0,82.0,50.0,104.0,53.0,81.0,1383.0,4292.0,6784.0,5341.0,4550.0,3700.0,3524.0,1852.0,1129.0,31217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,34.0,20.0,111.0,44.0,52.0,579.0,0.0,32.0,23.0,37.0,24.0,111.0,44.0,52.0,648.0,7929.0,12546.0,9924.0,8417.0,6934.0,6183.0,3003.0,1563.0,56569.0,379.0,711.0,436.0,270.0,184.0,255.0,131.0,114.0,2784.0,8343.0,13328.0,10508.0,8859.0,7211.0,6666.0,3292.0,1796.0,60033.0,60033.0
Clarinda,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,15.0,42.0,123.0,84.0,70.0,580.0,0.0,3.0,9.0,27.0,55.0,123.0,84.0,70.0,636.0,4481.0,5106.0,4767.0,4444.0,3997.0,3160.0,1826.0,589.0,28312.0,158.0,244.0,123.0,95.0,85.0,102.0,60.0,44.0,1355.0,4690.0,5459.0,5017.0,4679.0,4270.0,3459.0,2096.0,710.0,30315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,29.0,3956.0,4666.0,4938.0,4806.0,4350.0,3813.0,2279.0,926.0,29769.0,98.0,150.0,140.0,113.0,70.0,96.0,116.0,65.0,1275.0,4139.0,4822.0,5172.0,4987.0,4491.0,3954.0,2443.0,1097.0,31070.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,31.0,52.0,123.0,96.0,79.0,651.0,0.0,3.0,17.0,44.0,61.0,123.0,96.0,79.0,742.0,8408.0,9845.0,9709.0,9236.0,8280.0,6989.0,4103.0,1570.0,58116.0,320.0,459.0,329.0,273.0,225.0,252.0,253.0,130.0,2597.0,8751.0,10323.0,10141.0,9617.0,8667.0,7481.0,4493.0,1855.0,61460.0,61460.0
Cranbourne,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,44.0,32.0,52.0,141.0,112.0,47.0,665.0,0.0,28.0,64.0,48.0,58.0,141.0,112.0,47.0,721.0,4972.0,6724.0,7232.0,4376.0,3068.0,1921.0,913.0,193.0,29424.0,269.0,423.0,348.0,191.0,91.0,46.0,48.0,26.0,1679.0,5311.0,7243.0,7755.0,4636.0,3294.0,2218.0,1132.0,282.0,31971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,41.0,4934.0,7600.0,7112.0,4368.0,3201.0,2487.0,1246.0,482.0,31544.0,183.0,413.0,255.0,179.0,81.0,81.0,64.0,49.0,1685.0,5198.0,8095.0,7443.0,4652.0,3347.0,2633.0,1356.0,570.0,33445.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,24.0,50.0,59.0,76.0,164.0,116.0,61.0,765.0,0.0,52.0,69.0,75.0,88.0,164.0,116.0,61.0,852.0,9906.0,14311.0,14371.0,8746.0,6280.0,4393.0,2251.0,760.0,61063.0,535.0,878.0,651.0,395.0,288.0,173.0,136.0,78.0,3382.0,10451.0,15272.0,15203.0,9321.0,6699.0,4771.0,2546.0,938.0,65334.0,65334.0
Croydon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,48.0,43.0,91.0,265.0,212.0,114.0,1073.0,0.0,23.0,61.0,53.0,102.0,265.0,212.0,114.0,1170.0,4008.0,4766.0,5001.0,4202.0,3823.0,2748.0,1538.0,407.0,26482.0,74.0,161.0,109.0,88.0,78.0,60.0,74.0,61.0,996.0,4185.0,4991.0,5226.0,4443.0,4137.0,3200.0,1882.0,647.0,28729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,26.0,4.0,3.0,12.0,127.0,4.0,3.0,8.0,5.0,26.0,4.0,3.0,12.0,138.0,3821.0,5226.0,5376.0,4723.0,4481.0,3818.0,2337.0,1001.0,30763.0,79.0,153.0,112.0,104.0,67.0,82.0,138.0,193.0,1256.0,3935.0,5441.0,5553.0,4902.0,4640.0,3939.0,2505.0,1262.0,32224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,70.0,83.0,138.0,296.0,227.0,139.0,1257.0,4.0,29.0,89.0,97.0,146.0,296.0,227.0,139.0,1344.0,7872.0,9948.0,10319.0,8981.0,8328.0,6583.0,3905.0,1436.0,57251.0,213.0,401.0,325.0,263.0,216.0,204.0,226.0,293.0,2324.0,8096.0,10408.0,10713.0,9381.0,8735.0,7093.0,4428.0,1917.0,60905.0,60905.0
Dandenong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,12.0,10.0,11.0,32.0,98.0,69.0,44.0,497.0,4.0,21.0,10.0,14.0,36.0,98.0,69.0,44.0,535.0,5285.0,7976.0,6358.0,4848.0,4084.0,3132.0,1867.0,511.0,34266.0,396.0,816.0,525.0,312.0,273.0,185.0,100.0,25.0,2969.0,5714.0,8804.0,6968.0,5267.0,4559.0,3554.0,2188.0,684.0,37861.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,4947.0,6926.0,5709.0,4369.0,4219.0,3638.0,2294.0,1043.0,33261.0,310.0,543.0,383.0,247.0,181.0,145.0,119.0,70.0,2453.0,5334.0,7493.0,6154.0,4729.0,4522.0,3929.0,2517.0,1195.0,35814.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,16.0,10.0,23.0,28.0,113.0,74.0,52.0,561.0,4.0,29.0,16.0,26.0,32.0,113.0,74.0,52.0,612.0,10191.0,14891.0,12067.0,9206.0,8427.0,6798.0,4173.0,1656.0,67518.0,764.0,1399.0,1000.0,634.0,557.0,363.0,305.0,122.0,5416.0,11066.0,16310.0,13184.0,9984.0,9065.0,7466.0,4675.0,1949.0,73647.0,73647.0
Eildon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,21.0,68.0,151.0,430.0,209.0,82.0,1340.0,0.0,14.0,36.0,83.0,158.0,430.0,209.0,82.0,1399.0,3304.0,2952.0,3177.0,4013.0,4566.0,3683.0,1864.0,322.0,24014.0,241.0,187.0,238.0,328.0,296.0,288.0,123.0,25.0,2030.0,3653.0,3264.0,3538.0,4540.0,5097.0,4488.0,2294.0,535.0,27455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,8.0,0.0,11.0,109.0,0.0,0.0,5.0,8.0,21.0,8.0,0.0,11.0,120.0,2971.0,3069.0,3481.0,4304.0,4938.0,4148.0,1915.0,654.0,25672.0,201.0,151.0,193.0,287.0,275.0,207.0,134.0,63.0,1938.0,3214.0,3302.0,3814.0,4708.0,5300.0,4484.0,2093.0,740.0,27767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,38.0,107.0,209.0,465.0,221.0,96.0,1542.0,0.0,26.0,56.0,122.0,214.0,465.0,221.0,96.0,1605.0,6334.0,6074.0,6630.0,8327.0,9533.0,7901.0,3801.0,1061.0,49652.0,551.0,394.0,486.0,635.0,674.0,563.0,294.0,94.0,3950.0,6930.0,6605.0,7330.0,9168.0,10475.0,8966.0,4398.0,1311.0,55186.0,55186.0
Eltham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,39.0,90.0,102.0,280.0,184.0,57.0,1112.0,0.0,6.0,38.0,101.0,123.0,280.0,184.0,57.0,1200.0,4075.0,2910.0,3909.0,4438.0,4096.0,3059.0,1403.0,203.0,24230.0,56.0,25.0,52.0,61.0,38.0,72.0,45.0,28.0,623.0,4167.0,3018.0,4067.0,4699.0,4333.0,3478.0,1681.0,370.0,26032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,4.0,8.0,6.0,111.0,0.0,0.0,7.0,0.0,8.0,4.0,8.0,6.0,117.0,3794.0,3051.0,4446.0,4955.0,4807.0,3727.0,1749.0,579.0,27036.0,25.0,28.0,29.0,47.0,64.0,72.0,64.0,53.0,682.0,3859.0,3105.0,4576.0,5114.0,4922.0,3885.0,1864.0,674.0,27881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,48.0,104.0,140.0,336.0,178.0,68.0,1237.0,0.0,6.0,46.0,124.0,164.0,336.0,178.0,68.0,1301.0,7865.0,5931.0,8244.0,9517.0,8873.0,6811.0,3190.0,855.0,51136.0,112.0,93.0,148.0,133.0,153.0,167.0,130.0,88.0,1365.0,8011.0,6077.0,8613.0,9919.0,9279.0,7317.0,3571.0,1098.0,53897.0,53897.0
Essendon,0.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,22.0,12.0,38.0,37.0,91.0,82.0,58.0,651.0,0.0,47.0,29.0,54.0,48.0,91.0,82.0,58.0,748.0,4014.0,5678.0,4810.0,4307.0,3607.0,2581.0,1100.0,355.0,26526.0,124.0,252.0,194.0,149.0,105.0,48.0,21.0,23.0,1264.0,4188.0,6033.0,5123.0,4622.0,3899.0,2758.0,1301.0,501.0,28551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,42.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,50.0,4048.0,6105.0,5166.0,4783.0,3994.0,2913.0,1522.0,899.0,29419.0,130.0,317.0,185.0,119.0,93.0,36.0,57.0,39.0,1353.0,4210.0,6484.0,5396.0,4964.0,4140.0,3019.0,1605.0,960.0,30871.0,0.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,22.0,23.0,51.0,76.0,91.0,85.0,59.0,696.0,0.0,56.0,44.0,74.0,93.0,91.0,85.0,59.0,830.0,8089.0,11791.0,10001.0,9089.0,7609.0,5479.0,2601.0,1262.0,55847.0,297.0,625.0,391.0,362.0,287.0,163.0,99.0,79.0,2666.0,8427.0,12453.0,10516.0,9596.0,8098.0,5858.0,2873.0,1438.0,59405.0,59405.0
Eureka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,73.0,158.0,273.0,346.0,180.0,67.0,1428.0,0.0,43.0,67.0,168.0,291.0,346.0,180.0,67.0,1485.0,4089.0,4422.0,4388.0,4280.0,3863.0,3261.0,1458.0,300.0,26058.0,173.0,235.0,175.0,228.0,152.0,190.0,93.0,42.0,1616.0,4338.0,4758.0,4755.0,4750.0,4409.0,3859.0,1837.0,493.0,29209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,21.0,12.0,4.0,7.0,197.0,0.0,3.0,4.0,9.0,21.0,12.0,4.0,7.0,211.0,3835.0,4630.0,4863.0,4677.0,4496.0,3824.0,1875.0,819.0,28962.0,227.0,197.0,181.0,170.0,167.0,117.0,105.0,77.0,1707.0,4047.0,4863.0,5096.0,4958.0,4793.0,4064.0,2031.0,947.0,30854.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,54.0,99.0,195.0,325.0,385.0,180.0,85.0,1720.0,0.0,75.0,98.0,209.0,352.0,385.0,180.0,85.0,1777.0,7932.0,9015.0,9197.0,8917.0,8433.0,7105.0,3339.0,1132.0,55047.0,445.0,511.0,424.0,441.0,328.0,379.0,266.0,149.0,3282.0,8382.0,9653.0,9782.0,9637.0,9216.0,7909.0,3920.0,1455.0,60071.0,60071.0
