district,M_15_19_yr_Married_pc,M_15_19_yr_Separated_pc,M_15_19_yr_Divorced_pc,M_15_19_yr_Widowed_pc,M_15_19_yr_Never_married_pc,M_15_19_yr_Tot_pc,M_20_24_yr_Married_pc,M_20_24_yr_Separated_pc,M_20_24_yr_Divorced_pc,M_20_24_yr_Widowed_pc,M_20_24_yr_Never_married_pc,M_20_24_yr_Tot_pc,M_25_34_yr_Married_pc,M_25_34_yr_Separated_pc,M_25_34_yr_Divorced_pc,M_25_34_yr_Widowed_pc,M_25_34_yr_Never_married_pc,M_25_34_yr_Tot_pc,M_35_44_yr_Married_pc,M_35_44_yr_Separated_pc,M_35_44_yr_Divorced_pc,M_35_44_yr_Widowed_pc,M_35_44_yr_Never_married_pc,M_35_44_yr_Tot_pc,M_45_54_yr_Married_pc,M_45_54_yr_Separated_pc,M_45_54_yr_Divorced_pc,M_45_54_yr_Widowed_pc,M_45_54_yr_Never_married_pc,M_45_54_yr_Tot_pc,M_55_64_yr_Married_pc,M_55_64_yr_Separated_pc,M_55_64_yr_Divorced_pc,M_55_64_yr_Widowed_pc,M_55_64_yr_Never_married_pc,M_55_64_yr_Tot_pc,M_65_74_yr_Married_pc,M_65_74_yr_Separated_pc,M_65_74_yr_Divorced_pc,M_65_74_yr_Widowed_pc,M_65_74_yr_Never_married_pc,M_65_74_yr_Tot_pc,M_75_84_yr_Married_pc,M_75_84_yr_Separated_pc,M_75_84_yr_Divorced_pc,M_75_84_yr_Widowed_pc,M_75_84_yr_Never_married_pc,M_75_84_yr_Tot_pc,M_85ov_Married_pc,M_85ov_Separated_pc,M_85ov_Divorced_pc,M_85ov_Widowed_pc,M_85ov_Never_married_pc,M_85ov_Tot_pc,M_Tot_Married_pc,M_Tot_Separated_pc,M_Tot_Divorced_pc,M_Tot_Widowed_pc,M_Tot_Never_married_pc,M_Tot_Tot_pc,F_15_19_yr_Married_pc,F_15_19_yr_Separated_pc,F_15_19_yr_Divorced_pc,F_15_19_yr_Widowed_pc,F_15_19_yr_Never_married_pc,F_15_19_yr_Tot_pc,F_20_24_yr_Married_pc,F_20_24_yr_Separated_pc,F_20_24_yr_Divorced_pc,F_20_24_yr_Widowed_pc,F_20_24_yr_Never_married_pc,F_20_24_yr_Tot_pc,F_25_34_yr_Married_pc,F_25_34_yr_Separated_pc,F_25_34_yr_Divorced_pc,F_25_34_yr_Widowed_pc,F_25_34_yr_Never_married_pc,F_25_34_yr_Tot_pc,F_35_44_yr_Married_pc,F_35_44_yr_Separated_pc,F_35_44_yr_Divorced_pc,F_35_44_yr_Widowed_pc,F_35_44_yr_Never_married_pc,F_35_44_yr_Tot_pc,F_45_54_yr_Married_pc,F_45_54_yr_Separated_pc,F_45_54_yr_Divorced_pc,F_45_54_yr_Widowed_pc,F_45_54_yr_Never_married_pc,F_45_54_yr_Tot_pc,F_55_64_yr_Married_pc,F_55_64_yr_Separated_pc,F_55_64_yr_Divorced_pc,F_55_64_yr_Widowed_pc,F_55_64_yr_Never_married_pc,F_55_64_yr_Tot_pc,F_65_74_yr_Married_pc,F_65_74_yr_Separated_pc,F_65_74_yr_Divorced_pc,F_65_74_yr_Widowed_pc,F_65_74_yr_Never_married_pc,F_65_74_yr_Tot_pc,F_75_84_yr_Married_pc,F_75_84_yr_Separated_pc,F_75_84_yr_Divorced_pc,F_75_84_yr_Widowed_pc,F_75_84_yr_Never_married_pc,F_75_84_yr_Tot_pc,F_85ov_Married_pc,F_85ov_Separated_pc,F_85ov_Divorced_pc,F_85ov_Widowed_pc,F_85ov_Never_married_pc,F_85ov_Tot_pc,F_Tot_Married_pc,F_Tot_Separated_pc,F_Tot_Divorced_pc,F_Tot_Widowed_pc,F_Tot_Never_married_pc,F_Tot_Tot_pc,P_15_19_yr_Married_pc,P_15_19_yr_Separated_pc,P_15_19_yr_Divorced_pc,P_15_19_yr_Widowed_pc,P_15_19_yr_Never_married_pc,P_15_19_yr_Tot_pc,P_20_24_yr_Married_pc,P_20_24_yr_Separated_pc,P_20_24_yr_Divorced_pc,P_20_24_yr_Widowed_pc,P_20_24_yr_Never_married_pc,P_20_24_yr_Tot_pc,P_25_34_yr_Married_pc,P_25_34_yr_Separated_pc,P_25_34_yr_Divorced_pc,P_25_34_yr_Widowed_pc,P_25_34_yr_Never_married_pc,P_25_34_yr_Tot_pc,P_35_44_yr_Married_pc,P_35_44_yr_Separated_pc,P_35_44_yr_Divorced_pc,P_35_44_yr_Widowed_pc,P_35_44_yr_Never_married_pc,P_35_44_yr_Tot_pc,P_45_54_yr_Married_pc,P_45_54_yr_Separated_pc,P_45_54_yr_Divorced_pc,P_45_54_yr_Widowed_pc,P_45_54_yr_Never_married_pc,P_45_54_yr_Tot_pc,P_55_64_yr_Married_pc,P_55_64_yr_Separated_pc,P_55_64_yr_Divorced_pc,P_55_64_yr_Widowed_pc,P_55_64_yr_Never_married_pc,P_55_64_yr_Tot_pc,P_65_74_yr_Married_pc,P_65_74_yr_Separated_pc,P_65_74_yr_Divorced_pc,P_65_74_yr_Widowed_pc,P_65_74_yr_Never_married_pc,P_65_74_yr_Tot_pc,P_75_84_yr_Married_pc,P_75_84_yr_Separated_pc,P_75_84_yr_Divorced_pc,P_75_84_yr_Widowed_pc,P_75_84_yr_Never_married_pc,P_75_84_yr_Tot_pc,P_85ov_Married_pc,P_85ov_Separated_pc,P_85ov_Divorced_pc,P_85ov_Widowed_pc,P_85ov_Never_married_pc,P_85ov_Tot_pc,P_Tot_Married_pc,P_Tot_Separated_pc,P_Tot_Divorced_pc,P_Tot_Widowed_pc,P_Tot_Never_married_pc,P_Tot_Tot_pc
Hawthorn,0.0,0.0,0.0,0.0,0.038,0.038,0.0001,0.0,0.0,0.0,0.0459,0.046,0.0163,0.0004,0.0003,0.0,0.0735,0.0921,0.0427,0.0009,0.0026,0.0,0.0222,0.0715,0.051,0.0015,0.0049,0.0,0.0119,0.0715,0.0458,0.0005,0.0054,0.0002,0.0072,0.0623,0.0378,0.0006,0.0037,0.0004,0.0038,0.0491,0.022,0.0001,0.0019,0.0013,0.0008,0.0293,0.006,0.0,0.0002,0.0022,0.0003,0.0117,0.2235,0.0069,0.0241,0.0076,0.2062,0.4699,0.0,0.0,0.0,0.0,0.0381,0.0381,0.0005,0.0,0.0,0.0,0.0473,0.048,0.0211,0.0003,0.0008,0.0,0.073,0.0967,0.0473,0.0009,0.0045,0.0,0.0242,0.0787,0.0563,0.0024,0.0074,0.0003,0.013,0.0819,0.0455,0.0014,0.0102,0.0012,0.0089,0.069,0.0355,0.0011,0.0094,0.0049,0.0053,0.0587,0.0168,0.0001,0.0043,0.0109,0.0026,0.0369,0.0023,0.0,0.0011,0.0137,0.0017,0.021,0.2288,0.0105,0.0415,0.0353,0.2154,0.5291,0.0,0.0,0.0,0.0,0.0758,0.0758,0.0009,0.0,0.0,0.0,0.0931,0.0944,0.0374,0.0009,0.0015,0.0,0.1463,0.1861,0.0898,0.0027,0.0078,0.0,0.0471,0.1495,0.1083,0.0046,0.0126,0.0004,0.0247,0.1536,0.0923,0.0034,0.0167,0.0024,0.0161,0.1317,0.0731,0.0024,0.0138,0.006,0.0096,0.1075,0.0395,0.0004,0.007,0.0135,0.0044,0.067,0.0103,0.0,0.0012,0.0173,0.0027,0.0333,0.4521,0.0189,0.0636,0.0423,0.4215,1.0
Ivanhoe,0.0,0.0,0.0,0.0,0.034,0.034,0.0,0.0,0.0,0.0,0.0357,0.036,0.0188,0.0001,0.0003,0.0,0.0624,0.0825,0.0529,0.0013,0.0032,0.0,0.0263,0.085,0.0501,0.002,0.0059,0.0001,0.0167,0.0769,0.0431,0.0022,0.0086,0.0003,0.013,0.0688,0.0345,0.0008,0.0057,0.0013,0.0051,0.0527,0.0226,0.0001,0.0019,0.0024,0.0012,0.0307,0.0077,0.0,0.0003,0.0031,0.0003,0.0135,0.2299,0.0114,0.0303,0.0113,0.1973,0.4804,0.0,0.0001,0.0,0.0,0.0315,0.0315,0.0003,0.0,0.0,0.0,0.0363,0.0364,0.0263,0.0007,0.0006,0.0,0.0566,0.0861,0.0561,0.0022,0.0039,0.0001,0.0245,0.0886,0.0511,0.0032,0.0114,0.0001,0.0161,0.082,0.0435,0.0026,0.0125,0.0019,0.0118,0.0748,0.0318,0.0016,0.0102,0.0074,0.0047,0.059,0.0171,0.0001,0.0042,0.0129,0.0014,0.0379,0.0037,0.0001,0.0004,0.0145,0.0003,0.0229,0.2321,0.0139,0.0469,0.0416,0.1841,0.5189,0.0,0.0001,0.0,0.0,0.0662,0.0663,0.0005,0.0,0.0,0.0,0.0712,0.0719,0.0457,0.0009,0.0017,0.0,0.1184,0.1687,0.1086,0.0049,0.0081,0.0001,0.0514,0.1729,0.1001,0.0062,0.0176,0.0004,0.0335,0.1599,0.0871,0.0059,0.0221,0.003,0.0241,0.1442,0.0673,0.0032,0.0173,0.0094,0.0114,0.1112,0.0387,0.0007,0.0071,0.016,0.0034,0.0672,0.0121,0.0001,0.0011,0.0204,0.0005,0.0363,0.4617,0.0266,0.0763,0.0527,0.3818,1.0
Kalkallo,0.0,0.0,0.0,0.0,0.0398,0.04,0.0007,0.0,0.0,0.0,0.0439,0.045,0.0592,0.0009,0.0013,0.0,0.0614,0.1237,0.1017,0.0024,0.0041,0.0,0.0179,0.1298,0.0501,0.0026,0.0055,0.0001,0.0089,0.0697,0.036,0.0015,0.0051,0.0007,0.0037,0.0498,0.0212,0.0005,0.002,0.0005,0.0007,0.0279,0.0066,0.0001,0.0004,0.0008,0.0001,0.0093,0.0006,0.0,0.0,0.0002,0.0,0.0015,0.2783,0.0131,0.0232,0.0043,0.1764,0.4966,0.0,0.0,0.0,0.0,0.0379,0.038,0.0042,0.0,0.0,0.0,0.0344,0.0403,0.0849,0.0024,0.0019,0.0,0.0467,0.1387,0.0924,0.0045,0.0061,0.0002,0.0163,0.1224,0.0427,0.0041,0.0099,0.0008,0.0076,0.0687,0.0311,0.0019,0.008,0.0037,0.0026,0.0518,0.0168,0.0005,0.0032,0.006,0.0003,0.0293,0.003,0.0,0.0004,0.0044,0.0,0.0106,0.0001,0.0,0.0,0.0018,0.0,0.0026,0.2803,0.0173,0.0338,0.0209,0.1497,0.5017,0.0001,0.0,0.0,0.0,0.0764,0.0764,0.0062,0.0001,0.0,0.0,0.0785,0.0853,0.1441,0.0044,0.0045,0.0,0.1072,0.2628,0.1934,0.0092,0.0111,0.0002,0.0353,0.2519,0.0938,0.0078,0.0159,0.001,0.0168,0.137,0.0671,0.0051,0.0143,0.0051,0.0077,0.1008,0.0385,0.0018,0.0062,0.0077,0.0013,0.0577,0.0109,0.0001,0.0011,0.0059,0.0001,0.0203,0.0011,0.0,0.0001,0.0027,0.0,0.0047,0.5588,0.032,0.0569,0.0262,0.3263,1.0
Kew,0.0,0.0,0.0,0.0,0.0474,0.0475,0.0001,0.0,0.0,0.0,0.0432,0.0433,0.0125,0.0,0.0002,0.0,0.0483,0.0629,0.0436,0.0005,0.0015,0.0001,0.0142,0.0612,0.0626,0.002,0.0041,0.0001,0.0097,0.0807,0.058,0.0014,0.0059,0.0002,0.008,0.0757,0.044,0.0005,0.0028,0.0007,0.0041,0.0554,0.0252,0.0002,0.0013,0.0016,0.0012,0.0327,0.0083,0.0,0.0002,0.0039,0.0002,0.0145,0.2554,0.0079,0.0197,0.01,0.1787,0.4744,0.0,0.0,0.0,0.0,0.0439,0.0439,0.0,0.0,0.0,0.0,0.039,0.0398,0.0186,0.0001,0.0003,0.0,0.0418,0.0623,0.0538,0.001,0.0034,0.0001,0.014,0.0752,0.0709,0.0032,0.0089,0.0002,0.0089,0.0951,0.0576,0.0012,0.0112,0.0014,0.0072,0.0814,0.0414,0.0007,0.0075,0.0056,0.0034,0.0631,0.0199,0.0002,0.0034,0.0142,0.0025,0.0416,0.0039,0.0,0.0009,0.0173,0.0014,0.0253,0.2685,0.0105,0.0392,0.0415,0.1665,0.5267,0.0,0.0,0.0,0.0,0.0919,0.0919,0.0004,0.0,0.0,0.0,0.0817,0.0819,0.031,0.0003,0.0007,0.0,0.0906,0.1243,0.0984,0.0022,0.0061,0.0002,0.0296,0.1366,0.1338,0.0058,0.0134,0.0004,0.0196,0.176,0.116,0.0036,0.0174,0.0017,0.0156,0.1566,0.0853,0.0017,0.0112,0.0078,0.0088,0.117,0.0448,0.0008,0.0056,0.0163,0.0047,0.0746,0.0129,0.0,0.0011,0.0212,0.0017,0.0395,0.5245,0.02,0.0589,0.0515,0.3453,1.0
Kororoit,0.0001,0.0,0.0,0.0,0.0407,0.0409,0.001,0.0,0.0,0.0,0.0422,0.0436,0.0371,0.0007,0.0011,0.0,0.0631,0.1042,0.0799,0.0026,0.0053,0.0,0.0255,0.115,0.0553,0.0028,0.0059,0.0001,0.0125,0.0816,0.0381,0.0022,0.007,0.0003,0.0058,0.0568,0.0307,0.0012,0.0031,0.0018,0.0009,0.0411,0.0127,0.0002,0.0005,0.0018,0.0001,0.0183,0.0013,0.0,0.0,0.0012,0.0001,0.0033,0.2606,0.016,0.0276,0.0066,0.1931,0.5067,0.0,0.0,0.0,0.0,0.0385,0.0387,0.0014,0.0,0.0,0.0,0.0335,0.0363,0.0511,0.0013,0.002,0.0001,0.0423,0.0996,0.0789,0.0041,0.0063,0.0002,0.0184,0.1103,0.0497,0.0044,0.0121,0.0007,0.0119,0.081,0.035,0.0025,0.0104,0.0035,0.0036,0.0573,0.0262,0.001,0.0062,0.0086,0.0008,0.0456,0.0072,0.0,0.0008,0.0081,0.0,0.0187,0.0005,0.0,0.0001,0.0031,0.0002,0.0045,0.2526,0.0191,0.0419,0.0284,0.1521,0.492,0.0001,0.0,0.0,0.0,0.079,0.0796,0.0033,0.0001,0.0,0.0,0.0762,0.0816,0.0886,0.003,0.0041,0.0001,0.1042,0.2028,0.158,0.0084,0.0129,0.0002,0.0447,0.2263,0.1061,0.009,0.0192,0.0012,0.0261,0.1641,0.0734,0.0064,0.0173,0.0041,0.0101,0.1136,0.0582,0.0031,0.0104,0.0113,0.0025,0.0878,0.0208,0.0004,0.0025,0.0105,0.0004,0.0368,0.0024,0.0,0.0002,0.0046,0.0002,0.0086,0.5129,0.0348,0.0702,0.0361,0.3455,1.0
Lara,0.0001,0.0,0.0,0.0,0.0375,0.0378,0.0008,0.0,0.0,0.0,0.039,0.0404,0.0265,0.0006,0.0006,0.0001,0.067,0.0964,0.0385,0.0023,0.0029,0.0001,0.0291,0.0765,0.0392,0.0037,0.009,0.0001,0.0231,0.0765,0.0395,0.0035,0.0113,0.0008,0.0125,0.0697,0.0365,0.0015,0.0079,0.002,0.0038,0.0553,0.0196,0.0006,0.0027,0.0034,0.0011,0.0301,0.0043,0.0001,0.0001,0.0041,0.0001,0.0109,0.2085,0.0173,0.0385,0.0138,0.2154,0.4962,0.0,0.0,0.0,0.0,0.0358,0.0358,0.0013,0.0,0.0,0.0,0.0351,0.0372,0.0304,0.0017,0.0006,0.0001,0.0539,0.0894,0.0392,0.0034,0.0049,0.0008,0.0264,0.0769,0.0385,0.004,0.0118,0.0016,0.0184,0.0778,0.0379,0.0036,0.0153,0.0044,0.0076,0.0714,0.0343,0.0015,0.0114,0.0108,0.002,0.0632,0.0144,0.0003,0.0034,0.0151,0.0001,0.0363,0.0019,0.0,0.0004,0.0124,0.0001,0.0164,0.2007,0.0193,0.0514,0.048,0.1827,0.5037,0.0001,0.0,0.0,0.0,0.0735,0.0741,0.0027,0.0,0.0,0.0,0.0741,0.0774,0.0576,0.0029,0.0016,0.0001,0.121,0.1853,0.0774,0.0071,0.0092,0.0009,0.0561,0.1533,0.0785,0.0092,0.0212,0.002,0.0407,0.1536,0.0788,0.0087,0.0268,0.0059,0.0219,0.1403,0.0716,0.005,0.0211,0.0138,0.0078,0.1195,0.0334,0.0012,0.0076,0.0202,0.0017,0.0676,0.0078,0.0002,0.0005,0.0179,0.0001,0.0282,0.4096,0.0381,0.0912,0.0627,0.3989,1.0
Laverton,0.0,0.0,0.0,0.0,0.0295,0.0297,0.0016,0.0001,0.0,0.0,0.0483,0.05,0.0521,0.0014,0.0017,0.0001,0.086,0.142,0.0925,0.0026,0.0051,0.0002,0.0282,0.1302,0.0393,0.0026,0.0064,0.0001,0.0158,0.0665,0.026,0.0021,0.0074,0.0001,0.0085,0.0473,0.0223,0.001,0.0044,0.0007,0.0024,0.0329,0.0107,0.0003,0.0007,0.0014,0.0008,0.0165,0.0024,0.0,0.0,0.0013,0.0001,0.0048,0.25,0.0146,0.0294,0.0063,0.2202,0.5212,0.0,0.0,0.0,0.0,0.029,0.0292,0.0047,0.0,0.0,0.0,0.0309,0.0375,0.0707,0.0018,0.0024,0.0,0.0488,0.1264,0.0787,0.0038,0.0069,0.0001,0.0193,0.1113,0.0333,0.0036,0.0096,0.0006,0.011,0.0611,0.0248,0.0021,0.0096,0.0038,0.0059,0.0485,0.0189,0.0013,0.0055,0.007,0.002,0.0378,0.0075,0.0002,0.0011,0.0093,0.0005,0.0196,0.0011,0.0,0.0,0.0067,0.0001,0.0085,0.2407,0.0165,0.0389,0.0312,0.1506,0.4791,0.0,0.0,0.0,0.0,0.0583,0.0586,0.0071,0.0002,0.0,0.0,0.0801,0.088,0.1234,0.0035,0.0056,0.0001,0.1346,0.2683,0.1708,0.0078,0.0129,0.0003,0.047,0.2419,0.0735,0.0076,0.0167,0.0008,0.0278,0.1282,0.0514,0.006,0.0168,0.0043,0.0145,0.0955,0.0412,0.0025,0.01,0.0082,0.0055,0.0705,0.0188,0.0007,0.0027,0.0111,0.0014,0.0362,0.0046,0.0001,0.0002,0.0085,0.0001,0.0139,0.491,0.0316,0.0683,0.0382,0.3711,1.0
Lowan,0.0,0.0,0.0,0.0001,0.0342,0.0343,0.0004,0.0,0.0,0.0001,0.0293,0.0297,0.0186,0.0006,0.0002,0.0,0.0445,0.0655,0.0319,0.0015,0.0025,0.0001,0.0199,0.0595,0.0402,0.0024,0.0066,0.0001,0.0157,0.0696,0.0552,0.0029,0.0144,0.0005,0.0154,0.0907,0.0545,0.0027,0.0122,0.0029,0.0069,0.0826,0.0303,0.0003,0.0041,0.0044,0.0018,0.0454,0.0068,0.0001,0.0001,0.0038,0.0005,0.0146,0.2405,0.0171,0.0435,0.0172,0.1717,0.4915,0.0,0.0,0.0,0.0,0.0304,0.0304,0.0006,0.0001,0.0,0.0,0.0253,0.0265,0.0227,0.0008,0.0005,0.0,0.0379,0.0644,0.037,0.0023,0.0028,0.0001,0.0176,0.063,0.0442,0.0034,0.0097,0.0007,0.0145,0.0752,0.0574,0.0033,0.0157,0.0035,0.0092,0.0913,0.0496,0.0015,0.0118,0.0104,0.0032,0.0816,0.0237,0.0005,0.0035,0.0203,0.0009,0.0514,0.0036,0.0001,0.0004,0.0181,0.0003,0.0247,0.2398,0.0171,0.0483,0.0591,0.1431,0.5084,0.0,0.0,0.0,0.0001,0.0638,0.0639,0.0011,0.0001,0.0,0.0001,0.0552,0.0568,0.0421,0.0025,0.0012,0.0,0.0819,0.1288,0.07,0.0047,0.0068,0.0003,0.0376,0.1209,0.0858,0.0076,0.0176,0.001,0.031,0.1447,0.1121,0.008,0.029,0.0053,0.0246,0.1812,0.104,0.0053,0.0237,0.0149,0.0112,0.1626,0.0546,0.0011,0.0085,0.0266,0.0034,0.0957,0.0125,0.0001,0.0008,0.0247,0.0011,0.0412,0.4813,0.0346,0.092,0.0761,0.3151,1.0
Macedon,0.0,0.0,0.0,0.0,0.0387,0.0387,0.0001,0.0,0.0,0.0,0.0252,0.0255,0.0134,0.0002,0.0002,0.0,0.0362,0.0502,0.0453,0.0011,0.0019,0.0,0.0219,0.072,0.0564,0.0026,0.008,0.0003,0.0208,0.0899,0.0576,0.0027,0.0112,0.0006,0.0136,0.0885,0.0521,0.0024,0.0112,0.0023,0.0067,0.0769,0.0271,0.0005,0.0032,0.0033,0.0015,0.0392,0.0039,0.0,0.0002,0.0026,0.0002,0.0089,0.2567,0.0134,0.0407,0.0127,0.1646,0.4892,0.0,0.0,0.0,0.0,0.0346,0.0346,0.0001,0.0,0.0,0.0,0.0214,0.022,0.018,0.0005,0.0003,0.0,0.0319,0.0526,0.0515,0.0016,0.0041,0.0,0.0226,0.0813,0.0596,0.004,0.0134,0.0009,0.0191,0.0975,0.0565,0.0031,0.0159,0.0022,0.0119,0.0913,0.0484,0.0017,0.0128,0.0082,0.005,0.0795,0.0182,0.0001,0.0034,0.012,0.0011,0.0367,0.0019,0.0,0.0005,0.009,0.0001,0.0132,0.2567,0.016,0.0542,0.0339,0.15,0.5103,0.0,0.0,0.0,0.0,0.0727,0.0728,0.0003,0.0001,0.0,0.0,0.0465,0.0477,0.0328,0.0013,0.001,0.0,0.0675,0.1037,0.0954,0.0043,0.0072,0.0,0.0446,0.1545,0.1171,0.0077,0.0218,0.0013,0.0385,0.1889,0.1146,0.007,0.0282,0.0039,0.0264,0.1798,0.1004,0.0054,0.0242,0.012,0.0124,0.1556,0.0454,0.0009,0.0086,0.0157,0.003,0.0752,0.0064,0.0001,0.0009,0.0123,0.0006,0.0214,0.5143,0.0294,0.0935,0.0464,0.3149,1.0
Malvern,0.0,0.0,0.0,0.0,0.0317,0.0319,0.0,0.0,0.0,0.0,0.0398,0.0403,0.0154,0.0,0.0002,0.0,0.0706,0.0879,0.0418,0.0007,0.0022,0.0,0.0239,0.0703,0.0502,0.0013,0.0045,0.0,0.0135,0.0726,0.0448,0.0007,0.0063,0.0006,0.0072,0.0615,0.0373,0.0006,0.0056,0.0014,0.0047,0.0525,0.0266,0.0006,0.0022,0.0028,0.0028,0.037,0.0082,0.0001,0.0003,0.0027,0.0001,0.0139,0.2245,0.0074,0.0268,0.0102,0.1964,0.4665,0.0,0.0,0.0,0.0,0.0338,0.0339,0.0002,0.0,0.0,0.0,0.0437,0.0438,0.0216,0.0001,0.0006,0.0,0.0681,0.0927,0.0454,0.0013,0.0036,0.0001,0.0232,0.0767,0.0534,0.0022,0.0103,0.0002,0.0143,0.0829,0.0452,0.0013,0.0117,0.0016,0.0088,0.0722,0.0375,0.0005,0.0121,0.006,0.0055,0.0645,0.0203,0.0002,0.0047,0.014,0.0021,0.0442,0.0031,0.0,0.0007,0.0153,0.0008,0.0236,0.2296,0.0114,0.0467,0.0408,0.2049,0.5345,0.0,0.0,0.0,0.0,0.0648,0.0647,0.0007,0.0,0.0,0.0,0.0833,0.0844,0.0379,0.0004,0.0012,0.0,0.1395,0.1806,0.0873,0.0033,0.0075,0.0001,0.0477,0.147,0.1033,0.005,0.0155,0.0003,0.0292,0.1547,0.09,0.0036,0.0193,0.0025,0.018,0.1333,0.0758,0.0025,0.0188,0.0091,0.0113,0.1183,0.0473,0.0009,0.0084,0.0175,0.005,0.0811,0.0122,0.0001,0.0015,0.0203,0.0011,0.0371,0.4552,0.0198,0.0739,0.0518,0.4008,1.0
Melbourne,0.0001,0.0,0.0,0.0,0.0219,0.0221,0.0006,0.0,0.0,0.0,0.0919,0.0935,0.0314,0.0012,0.0018,0.0,0.1545,0.1897,0.0343,0.0019,0.0047,0.0,0.0423,0.0848,0.0172,0.0018,0.0048,0.0001,0.0147,0.0415,0.0143,0.0013,0.0052,0.0001,0.0073,0.0307,0.0118,0.0008,0.0035,0.0004,0.0028,0.0211,0.0053,0.0001,0.001,0.0004,0.0007,0.0094,0.0009,0.0,0.0002,0.0006,0.0002,0.0023,0.1183,0.0106,0.0245,0.0026,0.3389,0.4949,0.0001,0.0,0.0,0.0,0.0274,0.0276,0.0017,0.0001,0.0,0.0001,0.1028,0.1054,0.038,0.0019,0.0028,0.0,0.1446,0.1882,0.0298,0.0021,0.0066,0.0001,0.0346,0.0745,0.0182,0.0016,0.0064,0.0001,0.0121,0.0399,0.0146,0.0009,0.0072,0.0011,0.0058,0.032,0.0097,0.0007,0.0045,0.002,0.0024,0.0219,0.0029,0.0,0.0012,0.0029,0.0006,0.0094,0.0004,0.0,0.0002,0.0028,0.0004,0.0045,0.1169,0.0104,0.0319,0.0121,0.3327,0.5051,0.0002,0.0,0.0,0.0,0.0501,0.0504,0.003,0.0002,0.0001,0.0001,0.1947,0.1985,0.0692,0.0034,0.0047,0.0001,0.2983,0.3771,0.0638,0.0047,0.0117,0.0001,0.0772,0.1594,0.0355,0.0042,0.0119,0.0002,0.0278,0.0811,0.029,0.0027,0.0131,0.0017,0.0142,0.0621,0.0219,0.0014,0.0091,0.003,0.0057,0.0432,0.0089,0.0003,0.0026,0.0035,0.002,0.0194,0.0015,0.0,0.0005,0.0037,0.0006,0.008,0.2351,0.021,0.0563,0.0154,0.6715,1.0
Melton,0.0,0.0,0.0,0.0,0.0392,0.0392,0.0002,0.0,0.0,0.0,0.0398,0.041,0.039,0.0007,0.0016,0.0,0.0617,0.1043,0.0692,0.0037,0.0046,0.0,0.028,0.1072,0.0432,0.0036,0.0093,0.0002,0.0172,0.0738,0.0346,0.0024,0.0081,0.0008,0.0056,0.0559,0.0304,0.0021,0.0054,0.0019,0.0024,0.0458,0.012,0.0003,0.0021,0.0016,0.0004,0.0188,0.0009,0.0,0.0,0.0008,0.0,0.0029,0.2317,0.0173,0.0352,0.0082,0.195,0.4884,0.0,0.0,0.0,0.0,0.0379,0.038,0.0024,0.0001,0.0,0.0,0.0373,0.0393,0.0557,0.0026,0.0021,0.0,0.0532,0.1165,0.065,0.0057,0.0071,0.0003,0.0262,0.1072,0.0389,0.0051,0.0119,0.001,0.0159,0.074,0.0337,0.0037,0.0127,0.0029,0.0049,0.0605,0.0273,0.0016,0.009,0.0077,0.0007,0.0501,0.0062,0.0002,0.0018,0.0069,0.0001,0.0191,0.0007,0.0,0.0003,0.0037,0.0,0.0054,0.2326,0.0242,0.0498,0.0278,0.1783,0.5117,0.0,0.0,0.0,0.0,0.0771,0.0771,0.0033,0.0001,0.0,0.0,0.0763,0.0802,0.0955,0.0045,0.0044,0.0,0.1146,0.2207,0.1337,0.0104,0.0133,0.0002,0.0537,0.2128,0.0826,0.0104,0.0214,0.0015,0.0313,0.1482,0.0683,0.0069,0.0218,0.0046,0.0118,0.1156,0.058,0.0041,0.0153,0.0108,0.0037,0.0947,0.02,0.001,0.0049,0.0093,0.0005,0.0382,0.0021,0.0,0.0006,0.0049,0.0,0.0096,0.4646,0.0406,0.0842,0.0362,0.3731,1.0
