district,Aust_BP_B_OS_pc,Aust_FO_B_OS_pc,Aust_MO_B_OS_pc,Aust_Both_parents_born_Aust_pc,Aust_Birthplace_not_stated_pc,Aust_Tot_resp_pc,Aust_Abor_BP_B_OS_pc,Aust_Abor_FO_B_OS_pc,Aust_Abor_MO_B_OS_pc,Aust_Abor_BP_B_Aus_pc,Aust_Abor_BP_NS_pc,Aust_Abor_Tot_resp_pc,Chinese_BP_B_OS_pc,Chinese_FO_B_OS_pc,Chinese_MO_B_OS_pc,Chinese_BP_B_Aus_pc,Chinese_BP_NS_pc,Chinese_Tot_resp_pc,Croatian_BP_B_OS_pc,Croatian_FO_B_OS_pc,Croatian_MO_B_OS_pc,Croatian_BP_B_Aus_pc,Croatian_BP_NS_pc,Croatian_Tot_resp_pc,Dutch_BP_B_OS_pc,Dutch_FO_B_OS_pc,Dutch_MO_B_OS_pc,Dutch_BP_B_Aus_pc,Dutch_BP_NS_pc,Dutch_Tot_resp_pc,English_BP_B_OS_pc,English_FO_B_OS_pc,English_MO_B_OS_pc,English_BP_B_Aus_pc,English_BP_NS_pc,English_Tot_resp_pc,Filipino_BP_B_OS_pc,Filipino_FO_B_OS_pc,Filipino_MO_B_OS_pc,Filipino_BP_B_Aus_pc,Filipino_BP_NS_pc,Filipino_Tot_resp_pc,French_BP_B_OS_pc,French_FO_B_OS_pc,French_MO_B_OS_pc,French_BP_B_Aus_pc,French_BP_NS_pc,French_Tot_resp_pc,German_BP_B_OS_pc,German_FO_B_OS_pc,German_MO_B_OS_pc,German_BP_B_Aus_pc,German_BP_NS_pc,German_Tot_resp_pc,Greek_BP_B_OS_pc,Greek_FO_B_OS_pc,Greek_MO_B_OS_pc,Greek_BP_B_Aus_pc,Greek_BP_NS_pc,Greek_Tot_resp_pc,Hungarian_BP_B_OS_pc,Hungarian_FO_B_OS_pc,Hungarian_MO_B_OS_pc,Hungarian_BP_B_Aus_pc,Hungarian_BP_NS_pc,Hungarian_Tot_resp_pc,Indian_BP_B_OS_pc,Indian_FO_B_OS_pc,Indian_MO_B_OS_pc,Indian_BP_B_Aus_pc,Indian_BP_NS_pc,Indian_Tot_resp_pc,Irish_BP_B_OS_pc,Irish_FO_B_OS_pc,Irish_MO_B_OS_pc,Irish_BP_B_Aus_pc,Irish_BP_NS_pc,Irish_Tot_resp_pc,Italian_BP_B_OS_pc,Italian_FO_B_OS_pc,Italian_MO_B_OS_pc,Italian_BP_B_Aus_pc,Italian_BP_NS_pc,Italian_Tot_resp_pc,Korean_BP_B_OS_pc,Korean_FO_B_OS_pc,Korean_MO_B_OS_pc,Korean_BP_B_Aus_pc,Korean_BP_NS_pc,Korean_Tot_resp_pc,Lebanese_BP_B_OS_pc,Lebanese_FO_B_OS_pc,Lebanese_MO_B_OS_pc,Lebanese_BP_B_Aus_pc,Lebanese_BP_NS_pc,Lebanese_Tot_resp_pc,Macedonian_BP_B_OS_pc,Macdonian_FO_B_OS_pc,Macdonian_MO_B_OS_pc,Macdonian_BP_B_Aus_pc,Macdonian_BP_NS_pc,Macedonian_Tot_resp_pc,Maltese_BP_B_OS_pc,Maltese_FO_B_OS_pc,Maltese_MO_B_OS_pc,Maltese_BP_B_Aus_pc,Maltese_BP_NS_pc,Maltese_Tot_resp_pc,Maori_BP_B_OS_pc,Maori_FO_B_OS_pc,Maori_MO_B_OS_pc,Maori_BP_B_Aus_pc,Maori_BP_NS_pc,Maori_Tot_resp_pc,NZ_BP_B_OS_pc,NZ_FO_B_OS_pc,NZ_MO_B_OS_pc,NZ_BP_B_Aus_pc,NZ_BP_NS_pc,NZ_Tot_resp_pc,Polish_BP_B_OS_pc,Polish_FO_B_OS_pc,Polish_MO_B_OS_pc,Polish_BP_B_Aus_pc,Polish_BP_NS_pc,Polish_Tot_resp_pc,Russian_BP_B_OS_pc,Russian_FO_B_OS_pc,Russian_MO_B_OS_pc,Russian_BP_B_Aus_pc,Russian_BP_NS_pc,Russian_Tot_resp_pc,Samoan_BP_B_OS_pc,Samoan_FO_B_OS_pc,Samoan_MO_B_OS_pc,Samoan_BP_B_Aus_pc,Samoan_BP_NS_pc,Samoan_Tot_resp_pc,Scottish_BP_B_OS_pc,Scottish_FO_B_OS_pc,Scottish_MO_B_OS_pc,Scottish_BP_B_Aus_pc,Scottish_BP_NS_pc,Scottish_Tot_resp_pc,Serbian_BP_B_OS_pc,Serbian_FO_B_OS_pc,Serbian_MO_B_OS_pc,Serbian_BP_B_Aus_pc,Serbian_BP_NS_pc,Serbian_Tot_resp_pc,Sth_African_BP_B_OS_pc,Sth_African_FO_B_OS_pc,Sth_African_MO_B_OS_pc,Sth_Afrcan_BP_B_Aus_pc,Sth_African_BP_NS_pc,Sth_African_Tot_resp_pc,Spanish_BP_B_OS_pc,Spanish_FO_B_OS_pc,Spanish_MO_B_OS_pc,Spanish_BP_B_Aus_pc,Spanish_BP_NS_pc,Spanish_Tot_resp_pc,Sri_Lankan_BP_B_OS_pc,Sri_Lankan_FO_B_OS_pc,Sri_Lankan_MO_B_OS_pc,Sri_Lankan_BP_B_Aus_pc,Sri_Lankan_BP_NS_pc,Sri_Lankan_Tot_resp_pc,Vietnamese_BP_B_OS_pc,Vietnamese_FO_B_OS_pc,Vietnamese_MO_B_OS_pc,Vietnamese_BP_B_Aus_pc,Vietnamese_BP_NS_pc,Vietnamese_Tot_resp_pc,Welsh_BP_B_OS_pc,Welsh_FO_B_OS_pc,Welsh_MO_B_OS_pc,Welsh_BP_B_Aus_pc,Welsh_BP_NS_pc,Welsh_Tot_resp_pc,Other_BP_B_OS_pc,Other_FO_B_OS_pc,Other_MO_B_OS_pc,Other_BP_B_Aus_pc,Other_BP_NS_pc,Other_Tot_resp_pc,Ancestry_NS_BP_B_OS_pc,Ancestry_NS_FO_B_OS_pc,Ancestry_NS_MO_B_OS_pc,Ancestry_NS_BP_B_Aus_pc,Ancestry_NS_BP_NS_pc,Ancestry_NS_Tot_resp_pc,Tot_P_BP_B_OS_pc,Tot_P_FO_B_OS_pc,Tot_P_MO_B_OS_pc,Tot_P_BP_B_Aus_pc,Tot_P_BP_NS_pc,Tot_P_Tot_resp_pc
Preston,0.0143,0.0279,0.0188,0.1261,0.0018,0.1889,0.0001,0.0001,0.0003,0.0095,0.0002,0.0102,0.0618,0.0005,0.0013,0.0015,0.0001,0.0653,0.0053,0.0004,0.0001,0.0014,0.0,0.0072,0.0027,0.0014,0.0006,0.0028,0.0,0.0076,0.0415,0.0227,0.0154,0.1176,0.0019,0.1991,0.0112,0.0002,0.0009,0.0,0.0,0.0123,0.0022,0.0003,0.0003,0.0011,0.0,0.004,0.0056,0.0021,0.0012,0.013,0.0,0.0218,0.049,0.0071,0.0034,0.02,0.0003,0.0799,0.0009,0.0001,0.0,0.0003,0.0,0.0014,0.0337,0.0003,0.0004,0.0001,0.0,0.0344,0.0119,0.0073,0.0045,0.0594,0.0,0.083,0.0987,0.0145,0.0069,0.0477,0.0015,0.1692,0.0014,0.0,0.0001,0.0,0.0,0.0015,0.0179,0.0022,0.0009,0.0031,0.0,0.0243,0.0204,0.0019,0.0008,0.0038,0.0,0.0269,0.0052,0.0006,0.0005,0.0032,0.0,0.0096,0.0025,0.0002,0.0002,0.0001,0.0,0.003,0.0029,0.0012,0.0006,0.0003,0.0001,0.0051,0.0023,0.0004,0.0001,0.0012,0.0,0.0039,0.0011,0.0001,0.0001,0.0003,0.0,0.0016,0.0012,0.0003,0.0001,0.0001,0.0,0.0018,0.0108,0.0055,0.0036,0.0397,0.0,0.0597,0.0032,0.0002,0.0002,0.0004,0.0,0.004,0.0006,0.0002,0.0001,0.0,0.0,0.0009,0.0039,0.0002,0.0002,0.0002,0.0,0.0045,0.0031,0.0001,0.0002,0.0002,0.0,0.0037,0.0256,0.0003,0.0007,0.0005,0.0,0.0272,0.0008,0.0004,0.0001,0.0014,0.0,0.0027,0.1271,0.0113,0.0093,0.0127,0.0008,0.1613,0.009,0.0002,0.0004,0.0018,0.0451,0.0564,0.5151,0.0708,0.0469,0.3131,0.0541,1.0
Richmond,0.0094,0.0369,0.0294,0.1642,0.001,0.2409,0.0,0.0001,0.0,0.0045,0.0,0.0047,0.059,0.0019,0.0029,0.0026,0.0,0.0664,0.0031,0.0005,0.0002,0.001,0.0,0.0047,0.0061,0.0026,0.0007,0.0057,0.0,0.0151,0.0747,0.0354,0.028,0.1885,0.0012,0.3278,0.0069,0.0001,0.001,0.0002,0.0,0.0082,0.0062,0.0004,0.0003,0.0017,0.0,0.0086,0.0114,0.0037,0.0022,0.0222,0.0,0.0395,0.0241,0.0028,0.0015,0.0091,0.0001,0.0376,0.0014,0.0001,0.0002,0.0007,0.0,0.0024,0.0131,0.0009,0.0003,0.0003,0.0,0.0146,0.0296,0.0122,0.0076,0.1022,0.0001,0.1516,0.0189,0.007,0.0036,0.0228,0.0001,0.0524,0.0023,0.0,0.0,0.0,0.0,0.0023,0.0013,0.0,0.0,0.0006,0.0,0.0019,0.0022,0.0002,0.0001,0.0001,0.0,0.0026,0.0011,0.0006,0.0002,0.0016,0.0,0.0035,0.0028,0.0002,0.0002,0.0001,0.0,0.0033,0.0072,0.0008,0.0009,0.0002,0.0,0.009,0.0053,0.0009,0.0006,0.0037,0.0,0.0105,0.0022,0.0001,0.0001,0.0005,0.0,0.0029,0.0003,0.0001,0.0,0.0,0.0,0.0004,0.0237,0.0096,0.0073,0.0711,0.0,0.1117,0.0025,0.0002,0.0,0.0004,0.0,0.0031,0.0025,0.0001,0.0,0.0,0.0,0.0027,0.0049,0.0004,0.0,0.0002,0.0,0.0055,0.0028,0.0001,0.0003,0.0004,0.0,0.0037,0.0398,0.0002,0.0005,0.0003,0.0006,0.0414,0.0019,0.0002,0.0002,0.003,0.0,0.0053,0.1012,0.0112,0.0108,0.0161,0.0012,0.1405,0.0055,0.0002,0.0002,0.0021,0.053,0.061,0.3919,0.0787,0.0633,0.4071,0.059,1.0
Ringwood,0.0086,0.0372,0.0283,0.2008,0.0009,0.2757,0.0001,0.0002,0.0,0.0037,0.0,0.004,0.1455,0.002,0.0035,0.003,0.0003,0.1544,0.0025,0.0003,0.0,0.0005,0.0,0.0034,0.0077,0.0029,0.0013,0.0071,0.0,0.0191,0.0546,0.0329,0.0217,0.1937,0.0013,0.3041,0.0079,0.0001,0.0006,0.0003,0.0,0.009,0.0016,0.0002,0.0001,0.0011,0.0,0.0031,0.0084,0.0038,0.0017,0.0199,0.0001,0.0339,0.0087,0.0017,0.0003,0.0068,0.0,0.0175,0.0016,0.0003,0.0001,0.0005,0.0,0.0026,0.0377,0.001,0.0007,0.0004,0.0,0.0397,0.0131,0.0081,0.0042,0.0736,0.0,0.099,0.0165,0.0052,0.002,0.0184,0.0002,0.0424,0.0075,0.0001,0.0004,0.0001,0.0,0.0081,0.0005,0.0,0.0001,0.0002,0.0,0.0008,0.0004,0.0001,0.0,0.0005,0.0,0.001,0.0011,0.0003,0.0001,0.0012,0.0,0.0027,0.0005,0.0002,0.0001,0.0001,0.0,0.0009,0.0021,0.0013,0.0005,0.0005,0.0,0.0044,0.0039,0.0003,0.0004,0.0021,0.0,0.0066,0.0016,0.0001,0.0,0.0003,0.0,0.0021,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0127,0.0079,0.0052,0.0637,0.0001,0.0896,0.0016,0.0001,0.0001,0.0001,0.0,0.0019,0.0026,0.0005,0.0007,0.0001,0.0,0.004,0.0022,0.0,0.0001,0.0002,0.0,0.0026,0.0052,0.0003,0.0003,0.0006,0.0,0.0063,0.0099,0.0003,0.0007,0.0003,0.0,0.0112,0.0013,0.0006,0.0001,0.0016,0.0,0.0037,0.1038,0.0089,0.0085,0.0125,0.0002,0.134,0.0039,0.0003,0.0001,0.0022,0.0309,0.0374,0.426,0.0712,0.0511,0.4157,0.0361,1.0
Ripon,0.0033,0.0253,0.0199,0.3561,0.0053,0.4098,0.0001,0.0002,0.0,0.0149,0.0002,0.0153,0.0046,0.0001,0.0002,0.0022,0.0,0.0071,0.0011,0.0001,0.0,0.0007,0.0,0.0019,0.009,0.0021,0.0014,0.0081,0.0,0.0206,0.0458,0.0244,0.0185,0.3275,0.0058,0.422,0.0041,0.0,0.0008,0.0001,0.0,0.005,0.0007,0.0001,0.0001,0.0012,0.0,0.002,0.0071,0.002,0.0011,0.0301,0.0001,0.0404,0.0012,0.0002,0.0001,0.0011,0.0,0.0027,0.0009,0.0,0.0001,0.0004,0.0,0.0014,0.0061,0.0001,0.0001,0.0001,0.0,0.0063,0.0081,0.0044,0.0028,0.1074,0.0005,0.1232,0.0037,0.0011,0.0004,0.0156,0.0001,0.0208,0.0003,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0001,0.0,0.0003,0.0002,0.0,0.0,0.0001,0.0,0.0004,0.0029,0.0008,0.0002,0.0023,0.0,0.0062,0.0007,0.0003,0.0001,0.0002,0.0,0.0013,0.0014,0.0008,0.0005,0.0004,0.0,0.0031,0.0017,0.0003,0.0003,0.0009,0.0,0.0032,0.0003,0.0,0.0001,0.0001,0.0,0.0006,0.0007,0.0,0.0,0.0001,0.0,0.0007,0.0107,0.0058,0.004,0.0995,0.0005,0.1204,0.0005,0.0001,0.0,0.0,0.0,0.0007,0.001,0.0001,0.0,0.0,0.0,0.0011,0.0005,0.0002,0.0001,0.0002,0.0,0.0009,0.0005,0.0002,0.0,0.0,0.0,0.0007,0.0006,0.0,0.0,0.0001,0.0,0.0007,0.0007,0.0003,0.0,0.0023,0.0,0.0032,0.024,0.0032,0.0022,0.0089,0.0001,0.0385,0.0009,0.0,0.0,0.0088,0.0708,0.0805,0.1257,0.0471,0.0345,0.7082,0.0845,1.0
Rowville,0.0127,0.0299,0.0223,0.1761,0.0007,0.2417,0.0,0.0002,0.0,0.0032,0.0,0.0035,0.1687,0.0011,0.0032,0.0015,0.0004,0.1749,0.003,0.0006,0.0,0.0011,0.0,0.0047,0.0101,0.0021,0.0009,0.0053,0.0,0.0184,0.0561,0.0254,0.0174,0.1529,0.001,0.2527,0.0115,0.0002,0.0008,0.0,0.0,0.0125,0.0021,0.0001,0.0,0.0007,0.0,0.0029,0.0105,0.0016,0.0012,0.0136,0.0,0.0268,0.0152,0.0029,0.001,0.0092,0.0,0.0283,0.0032,0.0004,0.0002,0.0007,0.0,0.0045,0.0489,0.0006,0.0008,0.0007,0.0,0.051,0.0121,0.0041,0.0031,0.048,0.0001,0.0674,0.026,0.0057,0.0024,0.0221,0.0001,0.0563,0.0067,0.0,0.0001,0.0,0.0,0.0068,0.0027,0.0005,0.0002,0.0004,0.0,0.0038,0.0012,0.0002,0.0,0.0008,0.0,0.0023,0.0025,0.0003,0.0002,0.0019,0.0,0.005,0.0014,0.0003,0.0003,0.0001,0.0,0.0021,0.0013,0.0004,0.0005,0.0002,0.0,0.0024,0.0063,0.0004,0.0004,0.0008,0.0,0.0079,0.0021,0.0,0.0003,0.0001,0.0,0.0025,0.001,0.0,0.0,0.0,0.0,0.0011,0.0126,0.0044,0.0041,0.0411,0.0002,0.0625,0.0023,0.0004,0.0002,0.0004,0.0,0.0033,0.0042,0.0007,0.0008,0.0001,0.0,0.0059,0.0025,0.0003,0.0002,0.0002,0.0,0.0031,0.0221,0.0009,0.0007,0.0007,0.0,0.0245,0.01,0.0,0.0002,0.0,0.0,0.0103,0.0016,0.0002,0.0001,0.0011,0.0,0.0031,0.1237,0.0075,0.0068,0.0101,0.0001,0.1482,0.0052,0.0001,0.0002,0.0011,0.0208,0.0275,0.5227,0.0583,0.0454,0.348,0.0256,1.0
Sandringham,0.0086,0.0464,0.0364,0.2119,0.0014,0.3046,0.0001,0.0,0.0001,0.0021,0.0,0.0023,0.0304,0.0006,0.0013,0.0013,0.0,0.0336,0.0032,0.0004,0.0002,0.0012,0.0,0.0051,0.0093,0.0024,0.0012,0.0048,0.0,0.0177,0.1048,0.042,0.0301,0.2167,0.0016,0.3952,0.004,0.0,0.001,0.0001,0.0,0.0051,0.0043,0.0005,0.0005,0.0019,0.0,0.0071,0.0154,0.004,0.0033,0.0212,0.0,0.044,0.0211,0.0026,0.0015,0.0106,0.0,0.0359,0.0027,0.0004,0.0002,0.0007,0.0,0.0039,0.0139,0.0007,0.0002,0.0007,0.0001,0.0156,0.0276,0.0102,0.0077,0.0887,0.0001,0.1343,0.0209,0.0069,0.0029,0.0198,0.0,0.0504,0.001,0.0,0.0,0.0,0.0,0.0011,0.0013,0.0005,0.0,0.0006,0.0,0.0023,0.0008,0.0001,0.0,0.0003,0.0,0.0011,0.0016,0.0003,0.0001,0.0015,0.0,0.0035,0.0014,0.0001,0.0,0.0002,0.0,0.0018,0.0051,0.0013,0.0012,0.0002,0.0,0.0078,0.009,0.0007,0.0009,0.0023,0.0,0.0128,0.0092,0.0003,0.0004,0.0003,0.0002,0.0104,0.0001,0.0001,0.0,0.0001,0.0,0.0003,0.0278,0.0095,0.0067,0.0746,0.0001,0.1187,0.0029,0.0001,0.0001,0.0007,0.0,0.0038,0.0083,0.0008,0.0005,0.0001,0.0,0.0097,0.0028,0.0001,0.0002,0.0004,0.0,0.0036,0.0023,0.0005,0.0002,0.0007,0.0,0.0037,0.0029,0.0002,0.0002,0.0,0.0,0.0032,0.0035,0.0004,0.0001,0.002,0.0,0.0059,0.0716,0.0125,0.0107,0.0148,0.0001,0.1097,0.0025,0.0,0.0002,0.0021,0.0294,0.0343,0.3446,0.0873,0.0653,0.468,0.0348,1.0
Shepparton,0.0103,0.0229,0.0149,0.2947,0.0041,0.347,0.0,0.0011,0.0003,0.0323,0.0005,0.0341,0.0101,0.0,0.0004,0.0011,0.0001,0.0117,0.0006,0.0002,0.0,0.0005,0.0001,0.0014,0.0051,0.0012,0.0009,0.0057,0.0001,0.013,0.0315,0.0205,0.0144,0.2795,0.0044,0.3502,0.01,0.0,0.0013,0.0,0.0,0.0114,0.0001,0.0,0.0,0.001,0.0,0.0011,0.0036,0.0011,0.0009,0.0231,0.0001,0.0289,0.0038,0.0005,0.0002,0.0033,0.0,0.0079,0.0003,0.0,0.0,0.0002,0.0,0.0005,0.0225,0.0002,0.0001,0.0002,0.0001,0.0231,0.0048,0.0037,0.0023,0.0921,0.0004,0.1032,0.0256,0.0057,0.0016,0.0346,0.0004,0.0678,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0021,0.0,0.0001,0.0011,0.0,0.0033,0.0005,0.0001,0.0,0.0012,0.0,0.0017,0.001,0.0002,0.0001,0.0003,0.0,0.0016,0.0015,0.0004,0.0003,0.0004,0.0,0.0026,0.0005,0.0001,0.0,0.001,0.0,0.0017,0.0001,0.0,0.0,0.0001,0.0,0.0002,0.0035,0.0002,0.0001,0.0001,0.0,0.0038,0.0071,0.0044,0.0027,0.074,0.0003,0.0886,0.0003,0.0001,0.0,0.0001,0.0,0.0006,0.001,0.0,0.0001,0.0001,0.0,0.0012,0.0007,0.0002,0.0,0.0006,0.0,0.0015,0.001,0.0,0.0,0.0001,0.0,0.0011,0.001,0.0,0.0002,0.0,0.0,0.0011,0.0005,0.0002,0.0,0.0009,0.0,0.0016,0.099,0.0048,0.0036,0.0119,0.0007,0.12,0.0037,0.0003,0.0001,0.0067,0.0673,0.0782,0.2323,0.046,0.0302,0.6143,0.0771,1.0
South Barwon,0.0052,0.0369,0.028,0.2968,0.0018,0.3687,0.0,0.0002,0.0,0.0086,0.0002,0.0089,0.0192,0.0004,0.0005,0.0014,0.0,0.0216,0.0035,0.0008,0.0002,0.0024,0.0,0.0069,0.0089,0.0039,0.0021,0.0106,0.0,0.0254,0.0544,0.0334,0.0244,0.2768,0.0021,0.391,0.0074,0.0005,0.0011,0.0006,0.0,0.0096,0.001,0.0001,0.0001,0.0014,0.0,0.0026,0.0092,0.0032,0.0019,0.031,0.0,0.0452,0.0023,0.0006,0.0003,0.003,0.0,0.0061,0.001,0.0002,0.0001,0.0012,0.0,0.0025,0.0282,0.0002,0.0002,0.0004,0.0001,0.0291,0.0131,0.0084,0.0049,0.1001,0.0001,0.1266,0.0114,0.0037,0.0015,0.0225,0.0,0.0391,0.0011,0.0001,0.0002,0.0,0.0,0.0014,0.0005,0.0003,0.0,0.0004,0.0,0.0012,0.0012,0.0004,0.0002,0.0007,0.0,0.0025,0.0012,0.0003,0.0002,0.0024,0.0,0.004,0.0012,0.0005,0.0002,0.0002,0.0,0.0021,0.002,0.001,0.0008,0.0003,0.0,0.0041,0.0042,0.0007,0.0006,0.0034,0.0,0.0088,0.0005,0.0001,0.0003,0.0004,0.0,0.0013,0.0002,0.0001,0.0001,0.0,0.0,0.0004,0.0152,0.0085,0.0065,0.0884,0.0002,0.1188,0.0015,0.0002,0.0001,0.0001,0.0,0.002,0.0035,0.0002,0.0003,0.0003,0.0,0.0043,0.0014,0.0004,0.0003,0.001,0.0,0.0032,0.0024,0.0002,0.0,0.0004,0.0,0.003,0.0026,0.0002,0.0001,0.0,0.0,0.0028,0.0017,0.0005,0.0002,0.0026,0.0,0.0051,0.062,0.0087,0.0062,0.0135,0.0,0.0904,0.0028,0.0,0.0003,0.0059,0.0325,0.0415,0.2329,0.0695,0.051,0.6082,0.0383,1.0
South-West Coast,0.0024,0.0248,0.0185,0.354,0.0046,0.4043,0.0001,0.0003,0.0002,0.0188,0.0002,0.0195,0.006,0.0002,0.0003,0.001,0.0,0.0074,0.0002,0.0,0.0,0.0006,0.0,0.0008,0.0071,0.0024,0.0006,0.0068,0.0,0.017,0.0359,0.0232,0.0156,0.3322,0.0042,0.4111,0.0063,0.0001,0.0007,0.0001,0.0001,0.0073,0.0005,0.0002,0.0002,0.0018,0.0,0.0027,0.0041,0.0014,0.001,0.0349,0.0,0.0415,0.0008,0.0001,0.0001,0.001,0.0,0.0021,0.0,0.0,0.0,0.0002,0.0,0.0003,0.003,0.0003,0.0001,0.0003,0.0,0.0036,0.0088,0.0062,0.0028,0.1522,0.0009,0.1708,0.0021,0.0014,0.0002,0.0096,0.0,0.0133,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0003,0.0,0.0,0.0,0.0003,0.0,0.0003,0.0011,0.0001,0.0002,0.0012,0.0,0.0027,0.0018,0.0002,0.0004,0.0004,0.0,0.0029,0.0022,0.0011,0.0005,0.0003,0.0,0.0041,0.0006,0.0002,0.0,0.0006,0.0,0.0015,0.0002,0.0,0.0,0.0001,0.0,0.0004,0.0003,0.0001,0.0,0.0001,0.0,0.0005,0.0106,0.0053,0.0038,0.1026,0.0005,0.1227,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0018,0.0002,0.0002,0.0,0.0,0.0022,0.0003,0.0,0.0,0.0004,0.0,0.0008,0.0009,0.0,0.0001,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.002,0.0008,0.0002,0.0,0.0021,0.0,0.0032,0.0209,0.0037,0.0031,0.0079,0.0003,0.0359,0.0006,0.0003,0.0004,0.0099,0.0538,0.065,0.1068,0.0468,0.0334,0.7475,0.0654,1.0
St Albans,0.0294,0.0113,0.0095,0.0468,0.0011,0.0981,0.0001,0.0004,0.0001,0.0023,0.0,0.0028,0.0791,0.0006,0.0012,0.0008,0.0003,0.082,0.0197,0.0007,0.0007,0.0022,0.0,0.0233,0.0009,0.0001,0.0001,0.0007,0.0,0.0017,0.0363,0.0061,0.0053,0.0355,0.0009,0.0841,0.0345,0.0007,0.0018,0.0004,0.0001,0.0375,0.0012,0.0,0.0,0.0,0.0001,0.0014,0.0059,0.0006,0.0002,0.0032,0.0,0.0099,0.0197,0.0022,0.0007,0.0046,0.0,0.0273,0.0009,0.0001,0.0,0.0003,0.0,0.0013,0.0329,0.0004,0.0004,0.0001,0.0,0.0338,0.0035,0.0013,0.0009,0.0106,0.0,0.0164,0.0243,0.0034,0.002,0.0101,0.0001,0.0399,0.0004,0.0,0.0,0.0,0.0,0.0004,0.0057,0.001,0.0003,0.0004,0.0,0.0075,0.0188,0.001,0.0005,0.0012,0.0001,0.0215,0.0376,0.0029,0.0015,0.0064,0.0001,0.0484,0.0028,0.0002,0.0002,0.0001,0.0,0.0034,0.0021,0.0003,0.0003,0.0,0.0001,0.0028,0.0081,0.0002,0.0002,0.0007,0.0,0.0093,0.0013,0.0001,0.0,0.0001,0.0,0.0015,0.0105,0.0004,0.0002,0.0,0.0,0.0112,0.0038,0.0007,0.0006,0.0089,0.0,0.0141,0.0102,0.0006,0.0001,0.0003,0.0,0.0113,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0046,0.0,0.0001,0.0001,0.0,0.0049,0.0034,0.0,0.0,0.0,0.0,0.0034,0.2374,0.0017,0.0039,0.0017,0.0006,0.2452,0.0002,0.0,0.0,0.0002,0.0,0.0004,0.1797,0.0057,0.0048,0.0058,0.0007,0.1968,0.0339,0.0001,0.0004,0.0007,0.067,0.1021,0.7632,0.0316,0.0261,0.1047,0.0743,1.0
Sunbury,0.0114,0.0369,0.0284,0.2475,0.0016,0.3259,0.0001,0.0004,0.0002,0.0089,0.0001,0.0097,0.0117,0.0004,0.0009,0.0011,0.0,0.0141,0.0081,0.0009,0.0007,0.0028,0.0,0.0125,0.0048,0.0017,0.0007,0.0056,0.0,0.0127,0.0581,0.0287,0.0213,0.213,0.002,0.3231,0.0121,0.0006,0.0013,0.0006,0.0,0.0147,0.0012,0.0,0.0001,0.0007,0.0,0.0021,0.0087,0.0015,0.0015,0.0196,0.0001,0.0314,0.0122,0.0021,0.0007,0.007,0.0001,0.022,0.0018,0.0001,0.0003,0.0005,0.0,0.0027,0.0252,0.0005,0.0005,0.0004,0.0,0.0266,0.0153,0.0068,0.0045,0.0817,0.0004,0.1088,0.0383,0.0101,0.0046,0.0376,0.0001,0.0907,0.0005,0.0,0.0001,0.0,0.0,0.0006,0.0098,0.0015,0.0006,0.0023,0.0,0.0142,0.0018,0.0004,0.0001,0.0009,0.0002,0.0034,0.0165,0.004,0.0024,0.0126,0.0,0.0356,0.0029,0.0004,0.0003,0.0002,0.0,0.0037,0.0033,0.001,0.0008,0.0004,0.0,0.0055,0.0057,0.0008,0.0005,0.004,0.0,0.0111,0.0012,0.0,0.0001,0.0003,0.0,0.0016,0.0034,0.0003,0.0001,0.0002,0.0,0.004,0.0162,0.0059,0.0043,0.0593,0.0,0.0857,0.0026,0.0002,0.0001,0.0003,0.0,0.0033,0.0014,0.0004,0.0,0.0003,0.0,0.0022,0.0023,0.0003,0.0002,0.0005,0.0001,0.0034,0.0042,0.0001,0.0001,0.0006,0.0,0.005,0.003,0.0002,0.0002,0.0,0.0001,0.0035,0.0014,0.0002,0.0,0.0017,0.0,0.0033,0.0878,0.0098,0.008,0.0147,0.0003,0.1206,0.0042,0.0009,0.0001,0.0041,0.0383,0.0476,0.3235,0.076,0.0541,0.5008,0.0457,1.0
